firm_code,year,TFP,Data,Industry,SOE,Incentive_F,Incentive_M,Senior_Edu,CEO_Edu,Ln_Age
121049036,2017,-0.17339347,0.44444445,"Education, art, sport and entertainment product",0,0.27083334,0.27083334,,1,2.3978953
121049051,2017,-0.25309998,0.7361111,"Education, art, sport and entertainment product",0,0.54166669,0.33333334,13.5,0,1.9459101
121049052,2017,-1.4181207,0.54166669,"Education, art, sport and entertainment product",0,0.64583331,0.39583334,9,1,1.7917595
201006007,2017,0.36986265,0.52777779,General equipment manufacturing industry,1,0.5625,0.60416669,13.75,1,2.9957323
201006009,2017,-0.29624403,0.47222221,"Leather, fur, feathers and footwear industry",0,0.52083331,0.79166669,,1,2.7725887
201006010,2017,,0.28472221,Special equipment manufacturing industry,1,,0.47916669,13.5,1,2.7080503
201006013,2017,,0.4861111,Furniture manufacturing,1,0.75,,,,1.7917595
201006014,2017,,0.027777778,Metal product industry,1,,,,,2.5649493
201006018,2017,,,Metal product industry,0,0.64583331,0.64583331,12,1,2.6390574
201006020,2017,-2.3895798,0.52777779,Chemical industry,0,,0.52083331,,1,1.6094379
201006022,2017,,0.37847221,Electrical machinery and equipment,1,,0.39583334,,1,3.3322046
201006023,2017,-1.3836895,0.16319445,Metal product industry,1,0.54166669,0.60416669,15,0,3.3322046
201006026,2017,0.99176508,0.47222221,Metal product industry,1,0.6875,0.6875,,1,2.3025851
201006027,2017,-1.2322823,0.18055555,Printing,1,,,16,1,3.2580965
201006028,2017,,,Metal product industry,1,,,12,1,2.9444389
201006030,2017,-0.41566169,0.25,Rubber and plastic products industry,1,0.4375,0.6875,,0,2.8332133
201006031,2017,,0.52430558,Nonmetallic mineral products industry,1,0.47916669,0.60416669,15.5,1,2.8332133
201006032,2017,,0.40277779,"Railway, ship and other transportation equipment manufacturing",1,0.35416669,,,1,3.3322046
201006034,2017,0.65392101,0.5798611,Nonmetallic mineral products industry,1,,1,16,1,3.3322046
201006035,2017,-0.085607894,0.43402779,General equipment manufacturing industry,0,0.0625,0.22916667,12,0,2.9957323
201006042,2017,,0.5173611,Nonmetallic mineral products industry,0,0.5625,0.5,,1,2.8332133
201006051,2017,0.14507051,0.57291669,Printing,0,,0.52083331,16,1,3.3322046
201007001,2017,3.6662686,0.59722221,Pharmaceutical industry,0,0.875,0.875,16.4,1,3.2188759
201007002,2017,3.2235825,0.6111111,Electrical machinery and equipment,1,0.75,0.75,,1,3.4011974
201007004,2017,,,Electrical machinery and equipment,0,,,15,1,2.8332133
201007005,2017,1.1531928,0.5,Special equipment manufacturing industry,0,0.9375,0.9375,12,1,2.5649493
201007006,2017,,0.8125,Automobile manufacturing industry,0,0.52083331,0.52083331,16,1,2.9957323
201007008,2017,0.29914999,0.60069442,General equipment manufacturing industry,0,0.79166669,0.72916669,15,1,2.7725887
201007009,2017,,0.80902779,General equipment manufacturing industry,1,0.77083331,0.52083331,,1,1.3862944
201007012,2017,0.11520678,0.83333331,Special equipment manufacturing industry,0,0.8125,0.8125,14.666667,1,1.9459101
201007020,2017,,,Others,1,0.58333331,0.58333331,17.5,1,3.3322046
201007021,2017,0.4960863,0.52777779,"Computer, communications and other electronic equipment",1,0.75,0.75,15.666667,,2.7725887
201007023,2017,-0.24790269,0.3923611,"Computer, communications and other electronic equipment",0,0.72916669,0.41666669,17,1,2.9444389
201007024,2017,,0.79166669,General equipment manufacturing industry,1,0.6875,0.6875,,1,2.9444389
201007027,2017,,,Instrument manufacturing industry,0,,,,,2.9444389
201007031,2017,1.2356228,0.53819442,"Computer, communications and other electronic equipment",0,0.75,0.75,,1,2.8332133
201007035,2017,,0.4861111,"Computer, communications and other electronic equipment",0,0.9375,,,1,2.7080503
201007038,2017,,,"Computer, communications and other electronic equipment",1,,,,,2.8332133
201007046,2017,,0.625,General equipment manufacturing industry,1,0.41666669,0.47916669,,1,3.0445225
201007047,2017,0.13499784,0.027777778,"Computer, communications and other electronic equipment",0,0.33333334,0.33333334,,1,2.8332133
201007050,2017,0.59330797,0.4861111,Special equipment manufacturing industry,0,0.54166669,0.54166669,,1,2.5649493
201007051,2017,,0.41666666,Pharmaceutical industry,1,,,,1,2.1972246
201007053,2017,-0.045357138,0.34722221,Automobile manufacturing industry,0,0.58333331,0.70833331,14,0,2.8332133
201007054,2017,2.2620487,0.47222221,Electrical machinery and equipment,1,0.79166669,0.79166669,,1,1.0986123
201007055,2017,-0.41357121,0.52777779,Automobile manufacturing industry,0,,0.8125,15,1,0.69314718
201010004,2017,3.7683697,0.56944442,Automobile manufacturing industry,0,0.60416669,0.60416669,15.666667,1,3.1354942
201010010,2017,2.4026089,0.8611111,General equipment manufacturing industry,0,1,0.6875,,1,2.6390574
201010011,2017,,0.3611111,Wood processing and wood product industry,0,0.41666669,0.60416669,,1,1.6094379
201010013,2017,,0.47222221,Automobile manufacturing industry,1,0.39583334,0.52083331,17.5,1,3.2580965
201010014,2017,1.0627091,0.3888889,Electrical machinery and equipment,0,0.52083331,0.8125,13,0,2.5649493
201010017,2017,,0.40277779,Printing,0,0.5625,0.625,14,1,1.9459101
201010019,2017,1.1779214,0.5138889,"Computer, communications and other electronic equipment",0,0.66666669,0.66666669,,1,2.6390574
201010020,2017,0.56096131,0.4236111,General equipment manufacturing industry,0,0.41666669,0.41666669,,0,2.5649493
201010022,2017,,0.42708334,Food manufacturing,0,0.5625,0.60416669,15.666667,1,3.1354942
201010023,2017,-0.30016318,0.47222221,"Wine, beverage and refined tea manufacturing",0,0.66666669,0.54166669,15.5,1,2.3978953
201010025,2017,,0.6111111,Food manufacturing,0,0.52083331,0.52083331,15.666667,1,3.0910425
201010026,2017,1.265704,0.31944445,Clothing ,0,0.625,0.75,13.5,1,2.5649493
201010027,2017,,0.31944445,Special equipment manufacturing industry,0,0.625,0.625,16,1,3.0910425
201010029,2017,2.2226989,0.58333331,Electrical machinery and equipment,0,0.83333331,1,16,,2.0794415
201010031,2017,1.6721969,0.47222221,Special equipment manufacturing industry,0,0.5625,0.77083331,15,1,1.7917595
201010033,2017,0.64428633,0.43055555,Clothing ,0,0.75,0.75,12.5,0,2.7725887
201010053,2017,2.2498245,0.55555558,Automobile manufacturing industry,0,0.625,0.70833331,13.333333,1,1.3862944
201010055,2017,0.96985972,0.28125,Paper and paper product industry,0,,,12,,1.0986123
201012004,2017,0.31653222,0.58333331,Metal product industry,0,0.75,0.5625,,0,2.0794415
201012006,2017,-0.24953918,0.27777779,"Education, art, sport and entertainment product",0,0.25,0.5,12,0,3.1780539
201012008,2017,-0.082672551,0.3611111,General equipment manufacturing industry,0,0.3125,0.25,12,0,2.0794415
201012009,2017,2.0795608,0.46527779,Pharmaceutical industry,0,0.91666669,0.60416669,15,1,2.6390574
201012010,2017,-0.7388373,0.47569445,Electrical machinery and equipment,0,0.66666669,0.54166669,9,0,2.8332133
201012012,2017,0.90356171,0.52777779,Food manufacturing,0,0.41666669,0.58333331,14.75,1,2.3978953
201012014,2017,-0.69540298,0.5625,"Computer, communications and other electronic equipment",0,,,,1,2.8903718
201012016,2017,0.32669735,0.68055558,Rubber and plastic products industry,0,0.91666669,0.91666669,9,1,1.3862944
201012018,2017,-1.493591,0.41666666,Nonmetallic mineral products industry,0,0.375,0.625,12,0,1.3862944
201012022,2017,1.4439563,0.8611111,Food manufacturing,0,0.64583331,,12,1,2.9957323
201012023,2017,-0.15793349,0.4861111,General equipment manufacturing industry,0,0.45833334,0.45833334,19,1,1.3862944
201012024,2017,0.16460995,0.56944442,Rubber and plastic products industry,0,0.75,0.75,15,1,2.3978953
201012029,2017,-0.012050525,0.31944445,Instrument manufacturing industry,0,0.60416669,0.60416669,12.5,1,3.0910425
201012031,2017,-3.2058563,0.38194445,Nonferrous metal industry,0,0.6875,0.9375,12,0,3.2188759
201012037,2017,0.005702916,0.40277779,Food manufacturing,0,0.625,0.5625,,1,2.8903718
201012041,2017,-1.4005144,0.5486111,Rubber and plastic products industry,0,0.60416669,0.54166669,12,1,2.7080503
201012044,2017,-0.66692936,0.40277779,"Computer, communications and other electronic equipment",1,,,12,1,2.6390574
201012048,2017,0.22888474,0.6111111,General equipment manufacturing industry,0,0.5625,0.4375,12,1,2.7080503
201012051,2017,,0.47916666,Nonmetallic mineral products industry,0,,0.3125,12,0,1.9459101
201012054,2017,0.15317431,0.47222221,Paper and paper product industry,0,0.47916669,0.29166669,,1,2.3978953
201012056,2017,0.69356936,0.52083331,Metal product industry,0,0.58333331,0.52083331,14,1,1.6094379
201012059,2017,0.21707465,0.1736111,Special equipment manufacturing industry,0,,0.25,15,1,0.69314718
201012060,2017,-0.51909149,0.52777779,General equipment manufacturing industry,0,0.3125,0.5625,13.5,0,1.3862944
201012061,2017,0.1534681,0.45833334,"Leather, fur, feathers and footwear industry",0,0.54166669,0.54166669,,0,1.0986123
201012062,2017,0.052112091,0.44444445,General equipment manufacturing industry,0,0.47916669,0.47916669,12,1,1.0986123
202019001,2017,0.99645811,0.77777779,Rubber and plastic products industry,0,0.85416669,0.85416669,12,1,1.7917595
202019002,2017,0.68826014,0.25347221,Chemical industry,0,0.6875,0.625,12,1,2.3025851
202019006,2017,-2.8366232,0.41666666,Clothing ,0,0.47916669,0.52083331,,0,1.3862944
202019007,2017,2.036727,0.45833334,Nonmetallic mineral products industry,0,0.75,0.75,14.333333,1,2.3025851
202019008,2017,0.15109156,0.2361111,Nonmetallic mineral products industry,0,,,,0,2.7080503
202019011,2017,-0.65805513,0.44444445,"Leather, fur, feathers and footwear industry",0,,,9,0,1.7917595
202019012,2017,-1.3717552,0.30555555,Nonmetallic mineral products industry,0,0.6875,0.4375,,0,1.9459101
202019017,2017,-0.75557268,0.7013889,Nonmetallic mineral products industry,0,0.54166669,0.54166669,12,1,2.6390574
202019019,2017,0.32282397,,Chemical industry,0,0.8125,0.5625,12,0,2.3978953
202019021,2017,0.66876435,0.30902779,Nonmetallic mineral products industry,0,,,10.5,0,2.7080503
202019025,2017,,0.3888889,Pharmaceutical industry,0,0.6875,0.6875,13.5,1,3.0445225
202019029,2017,-2.5154562,0.2673611,Clothing ,0,,,,0,1.3862944
202019030,2017,-0.42764592,0.22222222,Nonmetallic mineral products industry,0,0.8125,0.75,,0,1.7917595
202019031,2017,-1.6039557,0.15277778,Special equipment manufacturing industry,0,,,6,0,2.4849067
202019034,2017,0.60714525,0.3888889,"Computer, communications and other electronic equipment",0,,0.70833331,16,0,1.6094379
202019040,2017,0.86146283,0.6111111,Nonmetallic mineral products industry,0,0.9375,0.72916669,12,1,2.3025851
202019042,2017,-1.8961686,0.6111111,General equipment manufacturing industry,0,0.5625,0.625,12,0,1.9459101
202019047,2017,0.11171919,0.56944442,Textile Industry,0,0.5,0.75,14,1,3.0910425
202019051,2017,1.5154722,0.3611111,Nonmetallic mineral products industry,0,0.25,0.25,,1,1.6094379
202019053,2017,0.30882055,0.44444445,Textile Industry,0,0.52083331,0.70833331,10.5,1,1.0986123
203027001,2017,-0.49195665,0.16666667,"Wine, beverage and refined tea manufacturing",0,0,,9,0,2.8332133
203027006,2017,,0.2326389,Nonmetallic mineral products industry,0,0.52083331,0.52083331,10.5,0,2.1972246
203027007,2017,-0.99962872,0.53819442,Automobile manufacturing industry,0,0.45833334,0.45833334,15,0,2.1972246
203027008,2017,-2.8814297,0.33680555,Automobile manufacturing industry,0,0.6875,,15,1,1.3862944
203027009,2017,0.5206672,0.45833334,Automobile manufacturing industry,0,0.4375,0.6875,9,0,2.4849067
203027014,2017,-1.2603413,0.50347221,Automobile manufacturing industry,0,,0.4375,13.5,1,1.3862944
203027016,2017,2.2147205,0.36458334,Nonmetallic mineral products industry,1,0.54166669,0.47916669,13,0,2.4849067
203027019,2017,,0.56944442,Automobile manufacturing industry,0,,,8,1,2.5649493
203027021,2017,-0.4951922,0.3611111,Automobile manufacturing industry,0,0.6875,0.6875,12.5,1,2.3025851
203027023,2017,0.13339803,0.6701389,Automobile manufacturing industry,0,0.875,,15,0,2.7725887
203027025,2017,-1.7170302,0.5451389,Nonmetallic mineral products industry,0,,0.875,15,0,1.9459101
203027031,2017,-0.51937377,0.63541669,Automobile manufacturing industry,0,0.875,0.8125,12,0,2.7725887
203027032,2017,-0.59179801,0.59027779,Automobile manufacturing industry,0,0.47916669,0.41666669,9,0,1.6094379
203027033,2017,-2.9506357,0.55208331,Rubber and plastic products industry,0,0.52083331,0.39583334,12,0,2.3978953
203027034,2017,-1.7416369,0.4513889,Textile Industry,0,0.5625,0.6875,12,1,1.3862944
203027037,2017,-0.099979132,0.36805555,Automobile manufacturing industry,0,0.58333331,0.52083331,13,1,2.7080503
203027039,2017,0.87876308,0.84722221,Nonmetallic mineral products industry,0,,,10.5,0,1.3862944
203027041,2017,0.17744188,0.39583334,Automobile manufacturing industry,0,0.52083331,0.83333331,12,1,2.5649493
203027042,2017,0.82786602,0.52777779,Nonmetallic mineral products industry,1,0.79166669,0.79166669,16,1,2.6390574
203027044,2017,1.2814822,0.66319442,Nonferrous metal industry,1,0.625,0.5625,14.333333,1,3.871201
203027046,2017,-0.10390867,0.5625,Clothing ,0,,0.6875,13.333333,1,1.7917595
203027047,2017,0.4361614,0.53472221,Automobile manufacturing industry,1,,0.625,14.666667,1,3.0445225
203027048,2017,,0.75694442,Clothing ,0,0.54166669,0.375,7.5,1,2.3978953
203027049,2017,-2.2193162,0.3611111,Metal product industry,0,0.4375,0.6875,10.5,1,1.7917595
203027052,2017,1.2229981,0.625,Automobile manufacturing industry,0,0.41666669,0.41666669,9,0,2.3978953
203027056,2017,0.22127929,0.66666669,Clothing ,0,0.8125,0.9375,12,0,1.0986123
204032001,2017,0.12608512,0.49652779,Printing,0,,0.29166669,,0,2.3025851
204032002,2017,0.30548152,0.49652779,Nonmetallic mineral products industry,0,,,14.25,1,2.4849067
204032004,2017,0.48086956,0.57291669,"Wine, beverage and refined tea manufacturing",0,0.4375,0.6875,,1,2.7080503
204032005,2017,0.082329415,0.3888889,"Wine, beverage and refined tea manufacturing",0,,,9,0,2.7080503
204032007,2017,,0.75347221,"Wine, beverage and refined tea manufacturing",0,,,,1,1.9459101
204032008,2017,-0.38175496,0.44097221,Textile Industry,0,0.5625,0.6875,14,1,2.7080503
204032010,2017,-0.75623029,0.77777779,Rubber and plastic products industry,1,0.39583334,0.52083331,12,1,2.7725887
204032011,2017,-0.066926718,0.60069442,Farm and sideline food processing,0,0.60416669,0.60416669,12,1,2.6390574
204032012,2017,0.92067248,0.71527779,Paper and paper product industry,0,0.39583334,0.45833334,13.333333,,3.0910425
204032015,2017,-0.61965686,0.6111111,Chemical industry,0,0.66666669,0.60416669,,1,2.3978953
204032017,2017,-2.0771523,0.5625,Rubber and plastic products industry,0,0.3125,,12,1,2.7080503
204032022,2017,1.5843086,0.55208331,Furniture manufacturing,0,0.75,0.9375,12,1,3.0445225
204032028,2017,-3.7327802,0.58333331,"Wine, beverage and refined tea manufacturing",0,0.29166669,0.54166669,12,1,1.9459101
204032032,2017,1.3726621,0.3611111,Special equipment manufacturing industry,0,0.875,,9,1,1.9459101
204032033,2017,,0.53819442,"Wine, beverage and refined tea manufacturing",1,0.64583331,0.64583331,16,1,1.6094379
204032034,2017,-2.0739565,0.59027779,Farm and sideline food processing,1,,0.54166669,,0,3.2580965
204032035,2017,1.5733631,0.7326389,Chemical industry,1,0.45833334,0.45833334,,1,2.9957323
204032036,2017,,0.55555558,Nonmetallic mineral products industry,0,0.60416669,0.60416669,12,,2.4849067
204032041,2017,-2.0415015,0.30555555,Nonmetallic mineral products industry,0,0.64583331,0.64583331,,0,2.1972246
204032047,2017,-0.068513386,0.47222221,Rubber and plastic products industry,0,0.6875,0.75,15,1,2.7080503
204032048,2017,0.11991237,0.71875,Others,0,,0.58333331,,1,2.7080503
204032051,2017,-1.3378401,0.39583334,"Railway, ship and other transportation equipment manufacturing",0,0.41666669,0.66666669,12,0,2.7080503
204032054,2017,-1.7407244,0.027777778,"Wine, beverage and refined tea manufacturing",0,,,12,0,1.0986123
204032055,2017,-1.3355119,0.55208331,General equipment manufacturing industry,0,0.52083331,0.45833334,12,0,1.0986123
204039001,2017,0.19698215,0.72222221,Nonmetallic mineral products industry,0,0.85416669,0.85416669,9.333333,1,2.1972246
204039002,2017,-0.7729789,0.59027779,Nonmetallic mineral products industry,0,0.79166669,0.60416669,13.5,1,2.3978953
204039004,2017,1.6752872,0.25,Food manufacturing,0,0.75,0.79166669,12,0,0.69314718
204039006,2017,0.49637172,0.34722221,Food manufacturing,0,0.64583331,0.64583331,10.5,1,1.7917595
204039007,2017,-0.2037781,0.77777779,Rubber and plastic products industry,0,0.45833334,0.52083331,9,0,1.3862944
204039008,2017,0.62038463,0.3611111,General equipment manufacturing industry,0,0.64583331,0.70833331,16,1,2.3025851
204039009,2017,-2.288729,0.375,Food manufacturing,0,0.58333331,0.58333331,12,0,1.9459101
204039010,2017,0.084694758,0.3888889,Nonmetallic mineral products industry,0,0.875,1,14.333333,1,2.8332133
204039014,2017,-1.1163888,0.77777779,Farm and sideline food processing,0,0.60416669,0.60416669,13.5,0,1.9459101
204039015,2017,-1.2566311,0.33333334,Farm and sideline food processing,0,0.5,0.5,12,0,1.3862944
204039016,2017,0.57840472,0.43055555,Special equipment manufacturing industry,0,0.52083331,0.45833334,,1,1.0986123
204039017,2017,-1.0940931,0.2326389,Nonmetallic mineral products industry,0,0.6875,0.6875,12,0,1.7917595
204039023,2017,-0.99381548,0.027777778,Special equipment manufacturing industry,0,0.75,0.60416669,15,1,2.1972246
204039025,2017,0.58416486,0.3888889,Farm and sideline food processing,0,0.5625,0.5625,12,0,1.6094379
204039026,2017,-1.0704664,0.34722221,Nonferrous metal industry,0,0.66666669,0.54166669,15.5,1,2.0794415
204039029,2017,2.5770259,0.40972221,Nonmetallic mineral products industry,1,0.6875,0.75,13,1,3.2188759
204039033,2017,-0.30553132,0.44444445,Farm and sideline food processing,0,,,16,1,2.3025851
204039034,2017,1.9123356,0.2638889,Food manufacturing,0,0.58333331,0.52083331,12,1,2.6390574
204039035,2017,0.19079925,0.6736111,Chemical industry,1,0.54166669,0.66666669,13.5,1,2.7725887
204039036,2017,-0.44165263,0.43055555,Nonmetallic mineral products industry,0,0.79166669,0.85416669,12,0,2.3978953
204039039,2017,0.48215401,0.2638889,Nonmetallic mineral products industry,0,0.60416669,0.72916669,14,1,2.0794415
204039042,2017,,0.11111111,Clothing ,0,,,12,1,3.1354942
204039043,2017,-0.52508926,0.45833334,Chemical industry,0,0.6875,0.6875,12,0,2.7725887
204039045,2017,1.2069507,0.53472221,Nonmetallic mineral products industry,0,0.33333334,0.54166669,13.5,1,2.0794415
204039052,2017,0.40353355,0.3888889,Nonmetallic mineral products industry,0,0.5625,0.875,12,0,1.0986123
205042001,2017,-0.84075451,0.52777779,Food manufacturing,0,0.41666669,0.33333334,13.5,1,3.0445225
205042006,2017,1.5724281,0.52083331,Others,0,0.77083331,0.77083331,13.333333,0,2.9957323
205042007,2017,-3.7324986,0.38194445,Electrical machinery and equipment,0,,,15.5,1,2.0794415
205042016,2017,2.9079719,0.5138889,Automobile manufacturing industry,1,0.8125,0.8125,15.5,1,2.9444389
205042017,2017,-1.4377912,0.33333334,Clothing ,0,0.45833334,0.45833334,15.5,1,2.6390574
205042018,2017,0.41579318,0.68402779,Electrical machinery and equipment,0,0.8125,0.8125,15.666667,1,3.0445225
205042021,2017,-1.1449857,0.3298611,Farm and sideline food processing,0,,,,0,2.1972246
205042023,2017,1.6512637,0.4861111,Others,1,1,0.79166669,14.666667,1,2.6390574
205042024,2017,-1.2753153,0.38194445,General equipment manufacturing industry,0,,,,1,2.6390574
205042025,2017,0.93628883,0.5798611,Special equipment manufacturing industry,0,0.45833334,0.33333334,13,1,2.9444389
205042027,2017,1.3539628,0.4861111,"Computer, communications and other electronic equipment",0,0.6875,0.60416669,14.666667,1,2.0794415
205042029,2017,-0.7473703,0.2048611,Electrical machinery and equipment,0,,,9,1,1.7917595
205042033,2017,2.6533906,0.62847221,Textile Industry,0,0.85416669,,15,1,3.2188759
205042036,2017,,0.53472221,Automobile manufacturing industry,1,0.60416669,0.60416669,17.5,1,2.7725887
205042037,2017,0.71214586,0.5625,Automobile manufacturing industry,0,0.60416669,0.6875,13.5,1,2.5649493
205042042,2017,1.8197997,0.52083331,Automobile manufacturing industry,0,0.22916667,0.6875,13,1,3.4011974
205042044,2017,-0.098711997,0.44444445,"Computer, communications and other electronic equipment",0,,,14,1,2.7725887
205042045,2017,-1.4282351,0.47569445,Others,0,0.45833334,0.45833334,15,1,2.6390574
205042047,2017,,0.30902779,Printing,1,0.64583331,0.625,12,1,2.4849067
205042051,2017,-0.73730457,0.31944445,Others,0,0.875,,14,1,2.4849067
205043001,2017,0.54223466,0.39930555,Electrical machinery and equipment,0,0.66666669,0.75,,1,2.1972246
205043007,2017,-0.2966488,0.38194445,Metal product industry,0,0.60416669,0.625,,0,1.6094379
205043009,2017,-0.017296199,0.40277779,General equipment manufacturing industry,0,,,15,1,2.1972246
205043010,2017,-0.26319656,0.95833331,Ferrous metal industry,1,0.58333331,0.58333331,16,1,1.6094379
205043012,2017,1.3032645,0.3611111,Farm and sideline food processing,0,0.75,0.66666669,15.5,0,2.3025851
205043013,2017,,0.39930555,"Education, art, sport and entertainment product",0,0.54166669,0.85416669,15,1,2.7725887
205043015,2017,-2.9184942,0.52777779,Chemical industry,0,0.66666669,0.66666669,9,0,1.7917595
205043017,2017,0.65593314,0.44444445,Nonmetallic mineral products industry,0,0.75,0.60416669,14,1,1.3862944
205043020,2017,0.36583397,0.54166669,Ferrous metal industry,1,,0.5,12,1,2.9444389
205043021,2017,-1.1835576,0.40972221,General equipment manufacturing industry,0,0.4375,0.6875,,0,2.6390574
205043022,2017,-0.25878543,0.53472221,Instrument manufacturing industry,0,,,12,1,2.0794415
205043030,2017,0.85622925,0.60416669,Clothing ,0,0.75,0.75,,0,2.1972246
205043031,2017,1.4653649,0.55555558,Farm and sideline food processing,0,1,0.6875,17.666666,1,3.0910425
205043036,2017,-0.63662714,0.41666666,Electrical machinery and equipment,0,0.41666669,0.41666669,12,0,1.7917595
205043037,2017,-0.61339426,0.5763889,Printing,0,0.66666669,0.75,,1,2.1972246
205043039,2017,0.51464599,0.53819442,"Railway, ship and other transportation equipment manufacturing",0,0.8125,0.60416669,12,1,1.9459101
205043041,2017,0.92867959,0.27777779,Nonmetallic mineral products industry,0,0.41666669,0.41666669,,1,2.0794415
205043045,2017,-0.53391868,0.43055555,Textile Industry,0,,0.6875,,0,1.9459101
205043047,2017,0.12482977,0.43055555,Paper and paper product industry,0,0.66666669,0.66666669,,1,2.3978953
205043050,2017,-0.08388181,0.59027779,Textile Industry,0,0.5625,0.41666669,,1,2.5649493
205043052,2017,-0.29512805,0.41319445,Nonmetallic mineral products industry,0,0.54166669,0.54166669,,1,2.0794415
205043053,2017,0.079509854,0.31944445,Textile Industry,0,0.41666669,0.47916669,10.5,0,1.9459101
205043055,2017,0.095551454,0.56944442,Textile Industry,0,0.35416669,0.47916669,,0,1.0986123
206051003,2017,1.1744621,0.3611111,Nonmetallic mineral products industry,0,0.41666669,0.60416669,16,1,1.9459101
206051005,2017,-0.13174847,0.097222224,Clothing ,0,0.25,,12,0,2.0794415
206051007,2017,-0.12919579,0.3611111,Clothing ,0,0.52083331,0.58333331,15.5,0,2.3978953
206051010,2017,0.35488439,0.18055555,Special equipment manufacturing industry,0,0.66666669,0.60416669,12,1,1.9459101
206051012,2017,,0.43055555,Special equipment manufacturing industry,0,,,,1,2.0794415
206051014,2017,-1.1474577,0.33333334,"Computer, communications and other electronic equipment",1,0.52083331,0.45833334,19,1,2.1972246
206051016,2017,-0.78336293,0.50694442,Chemical industry,1,0.41666669,,15,1,2.4849067
206051019,2017,-0.36689544,0.375,Automobile manufacturing industry,0,0.375,,15,1,2.1972246
206051020,2017,-0.52347749,0.19097222,Instrument manufacturing industry,0,0.625,0.625,14,0,2.7080503
206051021,2017,-0.85488445,0.56944442,Nonmetallic mineral products industry,0,0.875,0.4375,13.5,0,1.9459101
206051023,2017,,,Special equipment manufacturing industry,0,,,,,1.7917595
206051027,2017,0.53280479,0.40277779,Electrical machinery and equipment,0,0.47916669,0.60416669,16,1,1.7917595
206051029,2017,0.84723204,0.375,Textile Industry,0,0.66666669,0.60416669,,1,3.2958369
206051035,2017,,0.3888889,Electrical machinery and equipment,0,0.875,,15,1,1.6094379
206051036,2017,-0.066735506,0.25347221,Nonmetallic mineral products industry,0,0.125,0.4375,12,0,1.9459101
206051038,2017,,0.44444445,Nonferrous metal industry,0,,,,1,2.8903718
206051040,2017,0.62967658,0.40277779,Food manufacturing,0,0.54166669,0.75,14,1,1.7917595
206051041,2017,0.93774444,0.60416669,"Computer, communications and other electronic equipment",0,0.72916669,0.72916669,12,1,2.3025851
206051042,2017,,0.46875,Ferrous metal industry,0,,0.4375,,1,2.7080503
206051043,2017,-1.6826711,0.41666666,"Computer, communications and other electronic equipment",0,0.66666669,0.66666669,15,1,1.0986123
206051045,2017,1.3963732,0.30555555,Pharmaceutical industry,0,0.625,0.5625,17,1,2.8903718
206051051,2017,-0.52973759,0.27777779,Food manufacturing,0,0.8125,0.9375,16,1,3.0445225
206051052,2017,-0.026206074,0.47222221,General equipment manufacturing industry,0,0.54166669,0.66666669,15,1,2.3025851
206051053,2017,-2.0228884,0.54166669,Pharmaceutical industry,0,0.375,0.375,16,1,1.3862944
206051055,2017,,,Electrical machinery and equipment,0,0.75,0.75,,0,1.0986123
206051056,2017,0.18146276,0.44444445,Electrical machinery and equipment,0,0.58333331,0.52083331,15.666667,1,1.0986123
207060001,2017,1.2035466,0.62847221,Textile Industry,0,0.58333331,0.45833334,13.5,0,2.7080503
207060003,2017,0.38243416,0.6111111,Electrical machinery and equipment,0,,,,1,1.7917595
207060008,2017,,0.52430558,Nonmetallic mineral products industry,0,0.35416669,0.41666669,6,0,1.6094379
207060013,2017,-0.6743874,0.63194442,Farm and sideline food processing,0,0.66666669,0.66666669,12,0,1.3862944
207060014,2017,2.2748318,0.72569442,Printing,0,0.47916669,0.60416669,15,1,2.7080503
207060019,2017,,0.50694442,Nonmetallic mineral products industry,0,0.39583334,0.39583334,11,0,1.6094379
207060024,2017,-0.47647589,0.46527779,Clothing ,0,0.39583334,0.35416669,,0,1.3862944
207060027,2017,0.53951639,0.62152779,Printing,0,0.54166669,0.45833334,9,1,1.6094379
207060028,2017,0.28080031,0.55902779,Chemical industry,1,0.5,,15,1,3.1354942
207060030,2017,,0.56944442,Special equipment manufacturing industry,0,0.33333334,0.20833334,12,0,2.0794415
207060035,2017,,0.46527779,Nonmetallic mineral products industry,0,0.47916669,,12,0,1.7917595
207060038,2017,0.83401322,0.66666669,Paper and paper product industry,0,0.72916669,0.72916669,12,1,1.9459101
207060040,2017,-0.41105524,0.4375,Printing,0,0.27083334,0.29166669,,1,2.7080503
207060043,2017,,0.44791666,Rubber and plastic products industry,0,0.66666669,0.47916669,16,1,2.3025851
207060045,2017,1.3488126,0.51041669,"Wine, beverage and refined tea manufacturing",0,0.64583331,0.45833334,16,1,2.4849067
207060047,2017,-0.20394978,0.46180555,Clothing ,0,,,14,1,2.1972246
207060049,2017,-0.35401437,0.55555558,Clothing ,0,,,9,1,2.5649493
207060052,2017,-0.5870927,0.59375,Food manufacturing,0,0.27083334,0.33333334,16,1,1.0986123
207060054,2017,2.549619,0.55902779,Chemical industry,0,0.5,,13.5,1,1.0986123
207060057,2017,-1.1137769,0.027777778,Furniture manufacturing,0,,,12,0,1.6094379
207064002,2017,-1.4118606,0.43402779,Clothing ,0,,,,0,2.6390574
207064004,2017,-0.31023374,0.5625,Food manufacturing,0,,0.60416669,,1,2.6390574
207064006,2017,0.18025973,,Farm and sideline food processing,0,0.45833334,,,1,2.8903718
