firm_code,year,TFP,Data,Industry,SOE,Incentive_F,Incentive_M,Senior_Edu,CEO_Edu,Ln_Age
302034015,2017,0.64605731,0.44444445,Clothing ,0,0.625,0.75,9,0,1.7917595
302034016,2017,-0.66258645,0.7638889,Clothing ,0,,,14.666667,1,2.0794415
302034017,2017,0.22850709,0.43055555,Special equipment manufacturing industry,0,0.75,0.8125,10.5,0,2.7725887
302034018,2017,2.5562553,0.4548611,Chemical industry,0,,0.6875,15.333333,1,2.7080503
302034019,2017,1.0303448,0.18055555,Clothing ,0,,0.29166669,10.5,0,1.3862944
302034020,2017,1.6920373,0.52777779,Textile Industry,0,0.54166669,0.66666669,9.75,1,2.9444389
302034021,2017,0.980636,0.66666669,Clothing ,0,0.60416669,0.52083331,,1,2.8332133
303035002,2017,3.7952099,0.43402779,"Leather, fur, feathers and footwear industry",0,0.60416669,0.60416669,16,1,1.9459101
303035005,2017,0.35459539,0.40277779,Textile Industry,0,0.66666669,0.60416669,12,1,2.4849067
303035008,2017,0.13159518,0.40972221,Clothing ,0,0.625,0.625,11,1,1.6094379
303035013,2017,-0.16866025,0.61805558,"Leather, fur, feathers and footwear industry",0,0.6875,0.5625,,0,2.4849067
303035016,2017,-0.042140305,0.43402779,Clothing ,0,0.5625,0.625,9,0,1.9459101
303035018,2017,0.16724651,0.625,Chemical industry,0,0.58333331,0.85416669,15,1,2.9444389
303035028,2017,-0.34983575,0.52777779,"Leather, fur, feathers and footwear industry",0,0.52083331,0.52083331,11,0,1.7917595
303035032,2017,-0.5324558,0.46875,Rubber and plastic products industry,0,0.60416669,0.52083331,13.333333,1,1.0986123
303035033,2017,1.3082212,0.56944442,Farm and sideline food processing,0,0.54166669,0.47916669,14,1,1.9459101
303035040,2017,1.2879668,0.43055555,Nonmetallic mineral products industry,0,0.54166669,0.54166669,13,0,1.9459101
303035041,2017,0.7089175,0.83333331,Electrical machinery and equipment,0,0.52083331,0.52083331,15,1,2.3025851
303035042,2017,0.37217033,0.33333334,Nonferrous metal industry,0,0.35416669,0.35416669,16,1,0.69314718
303035043,2017,-1.5002748,0.2986111,Furniture manufacturing,0,,,12,0,1.0986123
303035045,2017,2.6777542,0.46527779,"Leather, fur, feathers and footwear industry",0,0.60416669,0.54166669,13.5,1,2.0794415
303035047,2017,-0.080675498,0.40972221,Clothing ,0,0.47916669,0.45833334,9,0,1.9459101
304036001,2017,,0.4861111,"Railway, ship and other transportation equipment manufacturing",1,0.75,0.75,16,1,2.3978953
304036002,2017,0.45192957,0.4548611,Electrical machinery and equipment,0,0.58333331,0.66666669,11,1,2.8332133
304036003,2017,0.65594506,0.50347221,Special equipment manufacturing industry,0,0.72916669,0.79166669,12,0,1.0986123
304036005,2017,-0.33287168,0.3888889,Automobile manufacturing industry,0,0.85416669,0.79166669,15,1,1.3862944
304036006,2017,2.6095798,0.75347221,Ferrous metal industry,0,0.47916669,0.47916669,15,0,2.8332133
304036007,2017,-0.10748007,0.2361111,General equipment manufacturing industry,0,0.60416669,0.72916669,12,1,2.7080503
304036008,2017,1.5515252,0.80555558,Metal product industry,0,0.60416669,0.47916669,15,1,2.7080503
304036009,2017,1.0083929,0.65972221,General equipment manufacturing industry,0,0.27083334,0.39583334,13.5,0,2.5649493
304036010,2017,0.49603513,0.80555558,Automobile manufacturing industry,0,,,12,0,2.4849067
304036012,2017,,0.66319442,"Railway, ship and other transportation equipment manufacturing",1,0.75,0.6875,16,1,1.0986123
304036013,2017,-0.28140917,0.37847221,General equipment manufacturing industry,0,0.5625,0.47916669,9,0,1.0986123
304036014,2017,1.5472242,0.54166669,Electrical machinery and equipment,0,0.875,0.875,14,1,3.1354942
304036016,2017,0.28320232,0.56944442,Metal product industry,0,0.70833331,0.52083331,16,1,2.8903718
304036017,2017,0.17117502,0.38541666,Electrical machinery and equipment,0,0.66666669,0.75,,1,2.7725887
304036018,2017,0.51005596,0.67708331,Automobile manufacturing industry,0,,0.70833331,13.666667,1,2.4849067
304036019,2017,-0.17014726,0.49305555,Automobile manufacturing industry,0,0.6875,0.75,15,1,2.3978953
304036020,2017,-0.64976037,0.11111111,Electrical machinery and equipment,0,,,,0,1.3862944
304036021,2017,-0.65916055,0.56597221,Special equipment manufacturing industry,0,0.625,0.75,10.5,0,3.0445225
304037002,2017,-0.31250432,0.27430555,Nonmetallic mineral products industry,0,0.60416669,0.60416669,15,0,2.8332133
304037003,2017,2.2600343,0.56597221,Electrical machinery and equipment,0,0.625,0.5625,15,0,2.7725887
304037004,2017,1.4980177,0.4861111,Ferrous metal industry,0,0.41666669,0.47916669,14.5,1,2.7725887
304037005,2017,-0.7783525,0.70833331,Special equipment manufacturing industry,0,1,0.9375,10.5,0,2.4849067
304037006,2017,-0.012578199,0.625,General equipment manufacturing industry,0,0.60416669,0.60416669,15.5,1,3.583519
304037007,2017,1.800595,0.59375,Nonmetallic mineral products industry,1,0.52083331,0.60416669,16.333334,1,1.7917595
304037008,2017,-1.0318581,,General equipment manufacturing industry,0,0.33333334,0.45833334,12,1,2.3025851
304037009,2017,0.098390296,0.43402779,"Computer, communications and other electronic equipment",0,0.60416669,0.60416669,15.333333,0,2.9957323
304037011,2017,-1.9667369,0.4861111,"Wine, beverage and refined tea manufacturing",0,0.66666669,0.47916669,13,1,2.8332133
304037012,2017,1.1393491,0.51041669,Rubber and plastic products industry,0,0.41666669,0.41666669,15.666667,0,2.6390574
304037013,2017,-0.34828386,0.7673611,Nonmetallic mineral products industry,0,0.66666669,0.60416669,9,0,1.3862944
304037014,2017,0.38318387,0.6701389,Nonmetallic mineral products industry,0,0.39583334,0.52083331,15.5,1,2.8903718
304037017,2017,-0.55566597,0.52777779,Automobile manufacturing industry,0,,,12,0,2.3025851
304037018,2017,,0.56944442,Nonferrous metal industry,1,0.66666669,0.60416669,15,1,1.6094379
304037020,2017,0.11521284,0.31944445,Special equipment manufacturing industry,0,0.5,0.5,16,1,3.2580965
304037021,2017,,0.5763889,Metal product industry,0,0.47916669,0.6875,12.333333,0,2.9957323
304037022,2017,0.50098228,0.54166669,Metal product industry,0,0.47916669,,15.333333,1,2.4849067
304037023,2017,,0.47222224,Automobile manufacturing industry,0,0.72916669,0.6875,14.5,0,2.7725887
305038001,2017,2.1989284,0.58333331,Special equipment manufacturing industry,0,0.6875,0.6875,16,1,2.9444389
305038003,2017,-0.79578376,0.4826389,Special equipment manufacturing industry,0,0.6875,0.6875,14,1,2.8332133
305038004,2017,1.1993439,0.5138889,Paper and paper product industry,0,0.79166669,0.54166669,,1,3.0910425
305038005,2017,0.96914709,0.64930558,General equipment manufacturing industry,0,0.41666669,0.35416669,16,1,2.7080503
305038007,2017,0.1098363,0.62847221,Clothing ,0,0.47916669,0.72916669,13.5,0,2.8332133
305038008,2017,,0.5138889,Clothing ,0,0.625,0.625,16,0,2.8332133
305038009,2017,1.3623084,0.7013889,Electrical machinery and equipment,0,0.6875,0.6875,,1,2.7725887
305038010,2017,-0.51545727,0.46527779,Rubber and plastic products industry,0,,,15,1,1.6094379
305038011,2017,1.5015918,0.49652779,"Computer, communications and other electronic equipment",0,0.60416669,0.60416669,16,1,2.6390574
305038013,2017,1.8357818,0.58333331,"Computer, communications and other electronic equipment",0,0.6875,0.8125,,1,2.1972246
305038014,2017,1.3277805,0.5173611,Electrical machinery and equipment,0,0.66666669,0.66666669,15.5,1,2.8903718
305038016,2017,0.4626368,0.58680558,"Computer, communications and other electronic equipment",0,0.85416669,0.85416669,15,1,2.7725887
305038019,2017,-0.20220387,0.55208331,General equipment manufacturing industry,0,0.5,0.5625,19,1,2.7080503
305038020,2017,1.0113999,0.4861111,Electrical machinery and equipment,0,0.625,0.4375,,1,1.6094379
305038021,2017,2.1327183,0.69097221,General equipment manufacturing industry,0,0.625,0.6875,14.8,1,3.0910425
305038022,2017,,0.47222221,"Computer, communications and other electronic equipment",0,0.75,0.5625,,1,2.5649493
305038023,2017,1.2637167,0.4548611,Clothing ,0,0.60416669,0.72916669,14.25,0,2.7725887
305038024,2017,,,Special equipment manufacturing industry,0,0.6875,0.6875,15.5,1,3.0445225
305039002,2017,2.0070434,0.66319442,Special equipment manufacturing industry,1,0.58333331,0.70833331,14.5,1,2.9957323
305039004,2017,,0.3923611,Special equipment manufacturing industry,0,0.60416669,0.54166669,14.666667,1,2.8332133
305039006,2017,-0.088728666,0.60416669,"Leather, fur, feathers and footwear industry",0,,,14,0,3.0910425
305039007,2017,,0.43402779,Rubber and plastic products industry,0,0.25,,12,0,2.1972246
305039008,2017,-0.019530665,0.46527779,Clothing ,0,0.1875,0.3125,9,0,2.9444389
305039009,2017,1.9562732,0.49652779,Food manufacturing,0,0.52083331,1,14,0,2.8903718
305039010,2017,-0.56405008,0.4201389,Textile Industry,0,0.45833334,0.5625,9,0,2.7725887
305039011,2017,0.49004135,0.39583334,Electrical machinery and equipment,0,,,11,0,2.8332133
305039012,2017,,0.4513889,"Computer, communications and other electronic equipment",0,0.33333334,,,,2.7725887
305039014,2017,1.3162786,0.38194445,Electrical machinery and equipment,0,0.54166669,0.54166669,14,1,2.8903718
305039017,2017,,0.45833334,Textile Industry,0,0.70833331,0.52083331,13,1,3.2580965
305039018,2017,2.1066499,0.6423611,Chemical industry,0,0.70833331,0.70833331,13,1,2.9957323
305039019,2017,0.058460694,0.56944442,Metal product industry,0,,0.54166669,12,0,2.1972246
305039020,2017,,0.49652779,Textile Industry,0,0.33333334,0.33333334,10,0,2.9957323
305039021,2017,-2.1066272,0.66666669,Special equipment manufacturing industry,0,,,14,1,2.8903718
305039022,2017,1.5748471,0.47222221,Special equipment manufacturing industry,0,0.70833331,0.70833331,15,1,2.4849067
305039023,2017,0.66520429,0.66666669,Textile Industry,0,0.27083334,0.58333331,9,0,2.8332133
305039026,2017,-0.22933061,0.77777779,"Leather, fur, feathers and footwear industry",0,0.52083331,0.58333331,12,0,1.6094379
305039027,2017,0.17910275,0.70833331,Clothing ,0,0.5625,0.5625,9,0,3.2188759
305039028,2017,0.39932808,0.18055555,Textile Industry,0,0.25,0.4375,9,0,2.9444389
305039029,2017,0.79298884,0.6076389,Textile Industry,0,0.375,0.3125,9,1,2.8903718
305040001,2017,1.6283836,0.55555558,Electrical machinery and equipment,0,0.75,0.875,13.5,1,2.8332133
305040002,2017,0.35530341,0.37847221,Metal product industry,0,0.54166669,0.75,15,1,2.0794415
305040003,2017,0.55483294,0.4548611,Textile Industry,0,0.66666669,0.47916669,,1,3.2188759
305040004,2017,3.6445138,0.64930558,Clothing ,0,0.72916669,0.72916669,,1,3.1780539
305040006,2017,2.3498223,0.56944442,Electrical machinery and equipment,0,0.58333331,0.79166669,13,0,3.2188759
305040007,2017,0.009600603,0.49652779,Textile Industry,0,0.5,0.6875,10.5,0,2.8332133
305040009,2017,1.1189697,0.46875,Clothing ,0,0.75,0.60416669,9,1,2.7080503
305040010,2017,0.04437748,0.52777779,Clothing ,0,0.625,0.625,0,0,2.3978953
305040011,2017,1.3344976,0.44791666,Ferrous metal industry,0,0.75,0.75,,1,2.7725887
305040012,2017,3.5339208,0.5763889,Electrical machinery and equipment,1,0.54166669,0.66666669,16,1,3.4011974
305040013,2017,-0.71384478,0.24305555,Clothing ,0,0.625,0.6875,9,1,1.3862944
305040014,2017,0.38321722,0.50694442,Clothing ,0,0.54166669,0.54166669,,1,3.6375861
305040016,2017,3.3124328,0.63541669,Special equipment manufacturing industry,1,0.66666669,0.625,12,1,2.8332133
305040019,2017,0.80375862,0.3611111,Automobile manufacturing industry,0,0.6875,0.6875,15,1,2.4849067
305040020,2017,-2.3027825,0.5798611,Textile Industry,0,0.625,0.54166669,0,1,3.6635616
305040021,2017,,0.63194442,Clothing ,0,0.64583331,0.52083331,9,1,2.7725887
305040022,2017,-3.1094007,0.44097221,"Computer, communications and other electronic equipment",0,,0.6875,,1,2.9444389
305041003,2017,0.46652597,0.69444442,Metal product industry,0,0.72916669,0.72916669,14,0,2.1972246
305041004,2017,-1.1968365,0.47222221,Textile Industry,0,0.66666669,0.66666669,12,1,3.0445225
305041005,2017,0.10282806,0.47222221,Textile Industry,0,0.625,0.54166669,10.5,0,2.6390574
305041006,2017,1.2610633,0.40277779,Rubber and plastic products industry,0,0.66666669,0.66666669,11,0,2.8903718
305041009,2017,-0.67297369,0.54166669,Special equipment manufacturing industry,0,0.85416669,0.85416669,12,1,2.8332133
305041010,2017,-0.20480421,0.6388889,Special equipment manufacturing industry,0,0.54166669,0.54166669,12,1,3.2188759
305041011,2017,-0.91360247,0.5138889,Clothing ,0,0.875,0.875,9,0,2.8903718
305041012,2017,1.3773202,0.47222221,Nonmetallic mineral products industry,1,0.52083331,0.45833334,13,1,3.2580965
305041014,2017,1.1950103,0.5138889,Textile Industry,0,0.8125,0.47916669,9,0,2.1972246
305041015,2017,-0.15495747,0.77777779,Clothing ,0,,,,1,2.6390574
305041017,2017,0.27012488,0.56944442,Textile Industry,0,,,12,0,2.9957323
305041018,2017,0.48661387,0.5173611,Electrical machinery and equipment,0,0.66666669,0.60416669,15,1,2.7725887
305041019,2017,2.0036087,0.5138889,Chemical industry,0,0.58333331,0.58333331,15.666667,0,3.6635616
305041020,2017,-1.3998492,0.40277779,Special equipment manufacturing industry,0,0.47916669,0.47916669,16,1,1.6094379
305041021,2017,0.84028709,0.74305558,"Computer, communications and other electronic equipment",0,0.79166669,0.79166669,,1,2.8332133
305041022,2017,-0.54946005,0.55555558,Special equipment manufacturing industry,0,,,13,0,3.2188759
305041025,2017,-1.3155127,0.44444445,General equipment manufacturing industry,0,0.60416669,0.60416669,12,0,2.5649493
305042001,2017,2.1056521,0.4861111,Special equipment manufacturing industry,0,0.66666669,0.75,10.333333,1,3.2580965
305042002,2017,2.9298923,0.59375,Automobile manufacturing industry,0,0.91666669,0.91666669,14.666667,1,2.3025851
305042003,2017,1.9556087,0.5,"Computer, communications and other electronic equipment",0,0.60416669,0.60416669,14.666667,1,2.8903718
305042004,2017,2.6386721,0.53819442,"Computer, communications and other electronic equipment",0,0.5625,0.625,,1,2.8903718
305042005,2017,1.1873912,0.63541669,Special equipment manufacturing industry,0,0.47916669,0.54166669,12,1,2.7725887
305042006,2017,0.21560702,0.54166669,Rubber and plastic products industry,0,0.27083334,0.45833334,,0,2.7080503
305042007,2017,3.9354134,0.45833334,Special equipment manufacturing industry,0,0.45833334,0.45833334,11,1,2.7080503
305042008,2017,,,"Computer, communications and other electronic equipment",0,0.75,0.75,,,2.7080503
305042009,2017,1.2754066,0.56944442,"Leather, fur, feathers and footwear industry",0,,0.41666669,,0,2.5649493
305042011,2017,2.1875236,0.61458331,Electrical machinery and equipment,0,,,13.333333,1,2.4849067
305042013,2017,1.9891512,0.34722221,Rubber and plastic products industry,0,0.60416669,0.60416669,13,1,3.2188759
305042015,2017,0.91794205,0.47222224,Special equipment manufacturing industry,0,0.47916669,0.5,15,0,2.6390574
305042017,2017,1.5289735,0.7013889,"Computer, communications and other electronic equipment",0,0.47916669,0.35416669,14.333333,1,3.1354942
305042018,2017,1.4046048,0.6736111,"Computer, communications and other electronic equipment",0,0.33333334,0.27083334,13,1,2.7725887
305042019,2017,,0.36458334,General equipment manufacturing industry,0,0.5,0.6875,,0,2.7080503
305042020,2017,-0.78275329,0.69444442,Furniture manufacturing,0,0.91666669,0.72916669,10.5,0,2.7080503
305042022,2017,3.1417177,0.47569445,General equipment manufacturing industry,0,0.75,0.75,16,1,2.9444389
305042025,2017,,0.62152779,Metal product industry,0,0.60416669,0.60416669,,1,2.8332133
305042026,2017,1.3536913,0.60069442,Special equipment manufacturing industry,0,0.41666669,0.41666669,11,1,2.7725887
305042027,2017,0.19366613,0.69444442,"Leather, fur, feathers and footwear industry",0,,,12,0,2.7080503
306043002,2017,0.8265062,0.4861111,Textile Industry,1,0.58333331,0.64583331,14,1,3.3322046
306043003,2017,3.7137899,0.40277779,Nonmetallic mineral products industry,1,0.6875,0.66666669,15.5,1,3.2580965
306043004,2017,-0.88396382,0.27777779,Metal product industry,0,0.39583334,0.58333331,15,1,2.9444389
306043006,2017,0.50120836,0.30555555,Paper and paper product industry,0,0.54166669,0.60416669,12,1,2.5649493
306043007,2017,0.59237611,0.3888889,"Railway, ship and other transportation equipment manufacturing",0,0.14583334,0.52083331,16,1,2.4849067
306043008,2017,-0.6588307,0.40277779,Rubber and plastic products industry,0,0.6875,0.6875,15.5,1,2.4849067
306043010,2017,,0.15277778,Clothing ,0,,,15,1,0.69314718
306043012,2017,1.335919,0.34027779,"Railway, ship and other transportation equipment manufacturing",0,0.58333331,0.52083331,16,,2.5649493
306043015,2017,0.33471578,0.34722221,Clothing ,0,0.52083331,0.52083331,12,1,2.4849067
306043016,2017,1.4829921,0.4861111,Ferrous metal industry,0,0.375,0.6875,14.75,1,3.3322046
306043017,2017,1.907436,0.41666666,Pharmaceutical industry,1,0.625,0.625,14.333333,1,3.1780539
306043019,2017,1.4234312,0.41666666,Clothing ,0,0.60416669,0.60416669,12,1,2.7725887
306043021,2017,-2.1715782,0.375,Metal product industry,0,0.4375,0.39583334,9,1,1.9459101
306043025,2017,0.36454117,0.375,Textile Industry,0,0.45833334,0.52083331,9,1,2.6390574
306043028,2017,1.6953863,0.3888889,General equipment manufacturing industry,0,0.47916669,0.54166669,14.666667,1,2.9444389
306043029,2017,,0.52777779,General equipment manufacturing industry,1,0.54166669,0.54166669,,1,2.7080503
306043031,2017,0.8929534,0.43055555,Special equipment manufacturing industry,0,0.54166669,0.54166669,12,1,2.8332133
306043032,2017,1.0218847,0.33333334,Special equipment manufacturing industry,0,0.6875,0.6875,16.666666,0,2.4849067
306043034,2017,1.8615927,0.44444445,Clothing ,0,0.39583334,0.54166669,9,1,2.6390574
306044001,2017,,0.18055555,Metal product industry,0,0.75,0.5625,16,0,1.7917595
306044002,2017,0.11924059,0.5,Metal product industry,0,0.27083334,,11.5,1,2.8332133
306044003,2017,-1.1763837,0.5138889,Electrical machinery and equipment,0,,,12,0,2.6390574
306044004,2017,0.46302679,0.62152779,General equipment manufacturing industry,0,0.52083331,0.52083331,14.333333,1,2.5649493
306044005,2017,0.48796999,0.44444445,Textile Industry,0,0.6875,0.60416669,15,1,1.6094379
306044006,2017,0.71492165,0.61805558,Nonmetallic mineral products industry,0,0.29166669,0.29166669,14,1,2.4849067
306044007,2017,1.0332172,0.59027779,General equipment manufacturing industry,0,0.58333331,0.52083331,16,0,2.8332133
306044008,2017,0.35741112,0.5763889,Special equipment manufacturing industry,0,0.77083331,0.77083331,13.5,1,1.6094379
306044009,2017,-2.6331232,0.31944445,Clothing ,0,0.60416669,0.60416669,9,1,1.3862944
306044010,2017,0.69876122,0.47916666,General equipment manufacturing industry,0,0.54166669,0.60416669,16,0,2.7725887
306044011,2017,0.95106059,0.47222221,General equipment manufacturing industry,0,0.54166669,0.54166669,15.333333,1,2.0794415
306044012,2017,1.2288346,0.3888889,Food manufacturing,0,0.625,0.35416669,15.5,1,2.7080503
306044014,2017,0.18784852,0.61458331,Metal product industry,1,0.52083331,0.52083331,11,1,1.6094379
306044015,2017,,0.53472221,"Railway, ship and other transportation equipment manufacturing",0,0.33333334,0.45833334,15,1,1.9459101
306044017,2017,0.47950998,0.30555555,General equipment manufacturing industry,0,0.72916669,0.79166669,14.666667,1,2.7080503
306044019,2017,-1.7518435,0.3298611,"Railway, ship and other transportation equipment manufacturing",0,0.60416669,0.52083331,13,1,2.3978953
306044020,2017,0.4595491,0.38194445,"Leather, fur, feathers and footwear industry",0,0.3125,0.47916669,13.5,1,2.9957323
307045001,2017,1.7297201,0.39583334,Chemical industry,1,0.52083331,0.52083331,15.333333,1,3.0445225
307045002,2017,1.4348931,0.4513889,"Leather, fur, feathers and footwear industry",0,,,14,0,2.0794415
307045003,2017,-0.42824188,0.81944442,Clothing ,0,,0.75,12,0,2.0794415
307045004,2017,1.6363089,0.37847221,Wood processing and wood product industry,0,,0.41666669,15,0,2.7725887
307045005,2017,-0.12966619,0.3263889,Clothing ,0,0.41666669,0.47916669,12,1,1.3862944
307045006,2017,2.6957078,0.48958334,Food manufacturing,0,0.66666669,0.66666669,15.333333,1,2.8332133
307045008,2017,1.3173245,0.46875,Clothing ,0,0.625,0.60416669,14.666667,1,2.4849067
307045012,2017,1.7388064,0.3611111,Ferrous metal industry,0,0.35416669,0.47916669,12,1,2.5649493
307045013,2017,1.3778799,0.25694445,Rubber and plastic products industry,0,0.60416669,0.85416669,15,0,2.0794415
307045015,2017,1.6265258,0.7638889,Electrical machinery and equipment,0,,0.54166669,13.333333,1,1.7917595
307045016,2017,2.6155443,0.625,Nonmetallic mineral products industry,0,0.72916669,0.72916669,14,1,2.3978953
307045017,2017,0.11565384,0.44097221,Pharmaceutical industry,1,0.60416669,0.60416669,14.333333,1,2.8332133
307045018,2017,0.44231039,0.44097221,Special equipment manufacturing industry,0,,,9,0,2.4849067
307045019,2017,-1.4708862,0.55555558,Wood processing and wood product industry,0,,,7.5,0,1.9459101
307045020,2017,1.3604591,0.50347221,General equipment manufacturing industry,0,,0.6875,15,1,2.6390574
307045021,2017,,0.36805555,Clothing ,0,0.6875,0.6875,12,0,1.3862944
307045022,2017,0.1902957,0.43055555,General equipment manufacturing industry,0,0.47916669,0.45833334,15.5,1,2.0794415
308046002,2017,1.3997699,0.55555558,Chemical industry,1,0.6875,0.6875,14,1,2.3025851
308046003,2017,1.1350935,0.49652779,Chemical industry,0,0.66666669,0.6875,12,1,2.7080503
308046004,2017,-1.4217613,0.33680555,Chemical industry,0,,,15,1,2.6390574
308046006,2017,1.8591403,0.44444445,Pharmaceutical industry,0,0.6875,0.75,14.333333,1,2.6390574
308046009,2017,0.7567814,0.56597221,Special equipment manufacturing industry,0,0.60416669,0.60416669,13.5,1,2.6390574
308046010,2017,0.49424464,0.6388889,Chemical industry,0,0.54166669,0.47916669,13.5,1,2.6390574
308046011,2017,1.4939176,0.5486111,Textile Industry,0,0.5625,,11,0,2.7725887
308046012,2017,1.5223606,0.5173611,Chemical industry,0,0.66666669,0.66666669,12,1,2.3978953
308046013,2017,0.18060713,0.43055555,General equipment manufacturing industry,0,0.125,0.4375,12.25,0,0.69314718
308046014,2017,1.1149094,0.46180555,Pharmaceutical industry,0,0.625,0.6875,15.5,1,2.5649493
308046015,2017,0.34665868,0.42708334,Clothing ,0,0.625,0.66666669,14.333333,1,2.4849067
308046016,2017,-0.080950513,0.6111111,General equipment manufacturing industry,0,0.375,0.5,13,1,1.0986123
308046019,2017,1.4378605,0.49305555,Pharmaceutical industry,0,0.72916669,0.60416669,13,1,3.6635616
308046020,2017,-2.0410054,0.27777779,Farm and sideline food processing,0,0.4375,0.60416669,13.5,1,2.8332133
308046021,2017,1.6119676,0.52777779,Special equipment manufacturing industry,0,0.66666669,0.66666669,15,1,2.7725887
308046022,2017,0.97545803,0.30555555,Pharmaceutical industry,0,,0.5625,15.666667,0,2.7080503
308046023,2017,0.22672732,0.68055558,Pharmaceutical industry,0,0.6875,0.4375,13.666667,1,2.6390574
308046024,2017,-0.50487167,0.40277779,Clothing ,0,0.75,0.5,14,1,1.9459101
309047002,2017,-0.58702499,0.44097224,Electrical machinery and equipment,0,,,13.75,1,2.0794415
309047004,2017,-0.099500895,0.71180558,Metal product industry,0,0.79166669,0.64583331,10.5,0,2.6390574
309047005,2017,-0.31417245,0.59375,"Education, art, sport and entertainment product",0,0.52083331,0.58333331,13.5,0,2.7080503
309047008,2017,-0.099943802,0.69444442,Automobile manufacturing industry,0,0.6875,0.4375,19,1,2.0794415
309047009,2017,-1.3017402,0.69444442,Printing,0,0.45833334,0.5,,0,2.0794415
309047010,2017,-0.59806675,0.69444442,Chemical industry,0,0.45833334,0.3125,,0,3.3322046
309047011,2017,,,Automobile manufacturing industry,1,,,,1,2.7725887
309047012,2017,-0.36437416,0.69791669,Electrical machinery and equipment,0,0.58333331,0.58333331,,1,2.6390574
309047013,2017,-2.5907028,0.28472221,"Education, art, sport and entertainment product",0,0.375,0.5625,9,0,2.5649493
309047014,2017,,0.41666666,General equipment manufacturing industry,0,0.52083331,0.52083331,17.5,1,2.8903718
309047016,2017,-1.9508162,0.59375,Chemical industry,0,0.75,0.4375,13.5,1,3.3672957
309047017,2017,-5.887013,0.4861111,Automobile manufacturing industry,1,0.60416669,0.625,16,1,2.8332133
309047018,2017,-0.41317359,0.75694442,Rubber and plastic products industry,0,0.75,0.75,12,1,1.9459101
309047019,2017,-0.54920793,0.6875,"Education, art, sport and entertainment product",0,0.54166669,0.72916669,15,1,2.4849067
309047021,2017,0.54385751,0.44444445,Electrical machinery and equipment,0,0.4375,0.625,17.5,1,3.1354942
309047022,2017,1.9529471,0.81944442,Chemical industry,1,0.58333331,0.45833334,17,1,2.8332133
309047023,2017,-0.043286264,0.60416669,Rubber and plastic products industry,0,,,15,1,2.6390574
310048001,2017,2.3745861,0.81944442,Metal product industry,0,0.5625,0.75,11,1,3.0445225
310048002,2017,-0.21859293,0.4513889,Rubber and plastic products industry,0,,,12,1,3.1780539
310048003,2017,0.67760694,0.59722221,General equipment manufacturing industry,0,0.39583334,0.52083331,15,1,3.6635616
310048004,2017,-3.9899786,0.4375,Others,0,0.33333334,0.41666669,14,0,2.7725887
310048006,2017,0.82142079,0.44097221,Automobile manufacturing industry,0,1,1,15.5,0,1.6094379
310048007,2017,-0.44590798,0.80208331,Clothing ,0,0.75,0.75,12,1,2.9957323
310048008,2017,-0.15664373,0.3888889,"Leather, fur, feathers and footwear industry",0,,,10.5,0,2.3978953
310048009,2017,-0.85922283,0.5138889,Special equipment manufacturing industry,0,0.5625,0.875,,1,2.3025851
310048010,2017,-4.6290507,0.64930558,Special equipment manufacturing industry,0,0.41666669,0.41666669,12,0,2.3025851
310048011,2017,1.3863653,0.75694442,"Railway, ship and other transportation equipment manufacturing",1,0.70833331,0.79166669,13.333333,1,2.7725887
310048012,2017,0.19164661,0.4513889,Automobile manufacturing industry,0,,,13,1,2.7725887
310048014,2017,1.0229391,0.7638889,Clothing ,0,0.54166669,0.60416669,10.5,1,2.4849067
310048015,2017,-0.32635221,0.44444445,Clothing ,0,0.39583334,0.45833334,15,1,0.69314718
310048016,2017,-0.73526597,0.44444445,Nonferrous metal industry,0,0.54166669,0.3125,9,0,3.2580965
310048018,2017,-2.5493016,0.26041666,Automobile manufacturing industry,0,,,12,1,1.3862944
310048019,2017,0.30094174,0.33680555,Wood processing and wood product industry,0,,0.45833334,13,0,1.7917595
310048022,2017,-1.2346591,0.68402779,"Leather, fur, feathers and footwear industry",0,0.5625,0.6875,9,0,2.8903718
311049002,2017,2.7133813,0.46180555,Rubber and plastic products industry,0,0.41666669,0.41666669,13.333333,0,3.1354942
311049003,2017,-0.39549777,0.2361111,"Railway, ship and other transportation equipment manufacturing",0,0.39583334,0.5625,16,1,2.8903718
311049004,2017,0.82117873,0.59027779,Electrical machinery and equipment,0,0.8125,0.6875,14,1,1.0986123
311049005,2017,-1.5476826,0.4201389,Special equipment manufacturing industry,0,0.5625,0.625,13.5,0,2.0794415
311049006,2017,0.39618486,0.36805555,Special equipment manufacturing industry,0,0.75,0.85416669,13.5,1,2.1972246
311049007,2017,-0.60675406,0.37152779,Automobile manufacturing industry,0,,0.5625,9,0,2.9444389
311049008,2017,1.1898917,0.52430558,Rubber and plastic products industry,0,0.52083331,0.33333334,14,1,2.5649493
311049009,2017,-0.48504713,0.2986111,Rubber and plastic products industry,0,,,10.5,0,2.4849067
311049011,2017,-0.40381271,0.069444448,Special equipment manufacturing industry,0,,,12,0,1.0986123
311049012,2017,1.0277866,0.69444442,Metal product industry,0,0.91666669,0.5,15.333333,1,2.5649493
311049013,2017,-2.3269928,0.069444448,Textile Industry,0,0.6875,0.64583331,12,0,1.7917595
311049015,2017,-0.91931778,0.44444445,Metal product industry,0,,0.625,12,0,2.9444389
