id_n,year,income,debt_r,FinanceCF,Inv,lAsset/Size,cash,Inv_income,OperationCF,M&A
816,2019,1.96914 ,0.18147 ,-1.06366 ,,21.21932 ,0.02654 ,0.48748 ,4,0
268,2016,0.12267 ,0.18113 ,-0.07307 ,0.02575 ,21.25742 ,0.00000 ,-0.01032 ,0,0
3308,2011,0.14787 ,0.18104 ,0.06762 ,0.10611 ,23.12075 ,0.20683 ,-0.00183 ,0,1
210,2011,2.97595 ,0.18077 ,-0.54473 ,0.03447 ,19.91191 ,0.02288 ,0.00095 ,1,0
468,2010,0.06505 ,0.18064 ,0.11684 ,0.00000 ,22.01469 ,0.25589 ,0.00000 ,0,0
867,2015,0.60595 ,0.18029 ,0.12513 ,0.15898 ,21.28634 ,0.29274 ,0.00991 ,0,1
988,2011,0.02820 ,0.17989 ,0.00381 ,0.00032 ,23.58033 ,0.15384 ,0.00000 ,0,1
906,2017,0.42009 ,0.17933 ,0.88002 ,0.06630 ,20.69951 ,0.00840 ,-0.00002 ,1,0
2689,2018,1.98645 ,0.17909 ,0.32920 ,,22.29359 ,0.27292 ,0.02841 ,2,0
2689,2014,0.44866 ,0.17909 ,0.18524 ,0.00000 ,22.29359 ,0.27292 ,0.00780 ,1,0
991,2005,12.15639 ,0.17875 ,34.46893 ,1.03863 ,19.57684 ,0.19726 ,-0.00401 ,14,0
374,2013,0.17199 ,0.17870 ,-0.15706 ,0.03467 ,20.52277 ,0.07598 ,0.01130 ,0,1
374,2019,0.08346 ,0.17870 ,-0.25889 ,0.03413 ,20.52277 ,0.07598 ,0.00311 ,0,1
1387,2012,0.09927 ,0.17856 ,-0.06182 ,0.02696 ,23.42707 ,0.07115 ,0.14548 ,0,0
853,2012,0.19277 ,0.17825 ,-0.07444 ,0.00000 ,21.49092 ,0.09085 ,0.00000 ,0,0
853,2015,-0.00396 ,0.17825 ,-0.07655 ,0.00000 ,21.49092 ,0.09085 ,-0.00176 ,0,1
874,2016,0.12227 ,0.17810 ,0.42275 ,0.00440 ,23.49004 ,0.00064 ,0.01297 ,0,1
874,2019,0.25954 ,0.17810 ,-0.14030 ,0.02225 ,23.49004 ,0.00064 ,0.01256 ,0,0
604,2019,0.80144 ,0.17802 ,-0.49352 ,,22.84441 ,0.01745 ,0.24528 ,0,1
408,2012,8.52474 ,0.17794 ,1.46407 ,0.00000 ,17.71599 ,0.49864 ,0.00000 ,2,0
408,2017,7.90991 ,0.17794 ,1.04742 ,0.11640 ,17.71599 ,0.49864 ,,1,0
126,2018,0.01323 ,0.17774 ,-0.00376 ,0.00454 ,24.32296 ,0.07265 ,0.00633 ,0,1
126,2013,0.00585 ,0.17774 ,-0.00773 ,0.00252 ,24.32296 ,0.07265 ,-0.00015 ,0,0
1618,2019,1.59602 ,0.17771 ,-1.49290 ,1.56087 ,22.53631 ,0.00397 ,-0.15000 ,3,0
3718,2019,0.06100 ,0.17747 ,0.00092 ,0.00929 ,22.68397 ,0.00105 ,0.00000 ,0,0
1108,2012,0.01477 ,0.17738 ,-0.00256 ,0.00070 ,19.47341 ,0.53743 ,0.00626 ,0,0
555,2012,0.59746 ,0.17710 ,0.22324 ,0.00000 ,21.15553 ,0.26671 ,0.00000 ,0,1
555,2017,-0.33773 ,0.17710 ,-0.56079 ,0.00060 ,21.15553 ,0.26671 ,-0.00406 ,0,1
126,2014,0.00907 ,0.17696 ,-0.01998 ,0.00375 ,24.21589 ,0.05582 ,-0.00042 ,0,0
1623,2013,0.09910 ,0.17640 ,0.07231 ,0.00549 ,22.21895 ,0.05050 ,0.00017 ,0,0
1623,2018,0.05211 ,0.17640 ,0.06646 ,,22.21895 ,0.05050 ,0.00160 ,0,0
34,2016,0.06270 ,0.17623 ,-0.19158 ,,23.49492 ,0.00006 ,0.02081 ,0,0
34,2019,0.19848 ,0.17623 ,-0.24980 ,0.01170 ,23.49492 ,0.00006 ,0.00210 ,0,0
1193,2010,0.04633 ,0.17610 ,0.13643 ,0.00019 ,24.03846 ,0.05785 ,0.00056 ,0,1
1193,2015,0.19294 ,0.17610 ,-0.05013 ,0.09403 ,24.03846 ,0.05785 ,0.03489 ,0,1
2331,2015,0.00326 ,0.17575 ,0.06734 ,0.00000 ,22.96928 ,0.65893 ,0.00074 ,0,0
2331,2010,0.15974 ,0.17575 ,-0.04807 ,0.00669 ,22.96928 ,0.65893 ,0.00000 ,0,0
268,2012,-0.09190 ,0.17527 ,0.55172 ,0.05729 ,21.29028 ,0.00000 ,0.00000 ,0,0
268,2017,0.21465 ,0.17527 ,-0.13385 ,0.43175 ,21.29028 ,0.00000 ,-0.00864 ,0,0
623,2019,0.32629 ,0.17522 ,-0.27118 ,0.50156 ,18.88361 ,0.00047 ,,0,1
83,2012,28.61229 ,0.17446 ,-19.31915 ,8.85618 ,19.79374 ,0.18822 ,6.37343 ,9,0
988,2016,-0.04068 ,0.17440 ,0.00497 ,,23.48105 ,0.06195 ,-0.00009 ,0,1
268,2013,0.07677 ,0.17426 ,-0.00053 ,0.00000 ,21.29932 ,0.00000 ,-0.00007 ,0,0
869,2017,0.25576 ,0.17425 ,-0.35280 ,0.06638 ,19.66233 ,0.00154 ,-0.00038 ,0,0
754,2010,23.83446 ,0.17387 ,14.06534 ,2.75617 ,19.73177 ,0.11544 ,0.00109 ,-21,0
754,2015,7.65266 ,0.17387 ,-9.56369 ,4.63570 ,19.73177 ,0.11544 ,0.41429 ,12,1
867,2018,0.63273 ,0.17369 ,-0.49017 ,0.07283 ,21.87730 ,0.06084 ,0.02613 ,1,1
3883,2015,0.10664 ,0.17366 ,0.38503 ,0.00585 ,23.59519 ,0.06216 ,0.00157 ,0,0
323,2011,1.24104 ,0.17351 ,28.49774 ,2.22612 ,19.30700 ,0.00075 ,0.62011 ,4,0
323,2016,5.64084 ,0.17351 ,-8.61820 ,2.19237 ,19.30700 ,0.00075 ,1.20105 ,19,0
1882,2013,26.73509 ,0.17341 ,-3.18658 ,64.26006 ,17.82631 ,0.17666 ,0.09407 ,24,0
291,2014,4.70687 ,0.17332 ,-4.88840 ,2.36494 ,19.78455 ,0.20132 ,-0.16363 ,11,1
1883,2010,1.28931 ,0.17325 ,-0.28121 ,0.00000 ,19.66117 ,0.00683 ,0.25730 ,1,0
1883,2014,2.64452 ,0.17325 ,-1.06522 ,0.00000 ,19.66117 ,0.00683 ,0.00102 ,5,1
1169,2017,11.62531 ,0.17322 ,2.06313 ,4.04675 ,19.74035 ,0.03639 ,0.00788 ,11,1
1193,2014,0.16866 ,0.17269 ,-0.02197 ,0.11825 ,24.06333 ,0.07350 ,0.03050 ,0,1
322,2013,1.90331 ,0.17267 ,-0.09066 ,0.00000 ,19.75531 ,0.01830 ,0.04225 ,3,0
1837,2019,0.02440 ,0.17261 ,-0.03565 ,0.02265 ,22.47069 ,0.39039 ,,0,0
3377,2018,1.94522 ,0.17244 ,5.33266 ,4.05973 ,22.45353 ,0.19957 ,0.20480 ,0,1
83,2018,16.20044 ,0.17194 ,-5.99196 ,10.64840 ,20.68971 ,0.00727 ,2.70075 ,-8,0
220,2011,1.08465 ,0.17174 ,7.52356 ,0.19393 ,19.71666 ,0.36637 ,0.10969 ,4,0
220,2016,2.92230 ,0.17174 ,-4.98879 ,,19.71666 ,0.36637 ,0.25488 ,6,0
691,2011,0.76867 ,0.17134 ,0.87095 ,0.00000 ,22.16624 ,0.07499 ,0.00404 ,0,1
3636,2015,2.30271 ,0.17130 ,-0.80130 ,0.00000 ,19.09135 ,0.07855 ,-0.06398 ,2,0
400,2014,0.45525 ,0.17123 ,2.34131 ,0.00000 ,20.07051 ,0.04852 ,0.00000 ,0,0
400,2019,0.31269 ,0.17123 ,-2.20242 ,0.66263 ,20.07051 ,0.04852 ,0.05984 ,1,0
322,2015,1.15313 ,0.17107 ,-0.99010 ,0.06163 ,19.82895 ,0.09483 ,0.02759 ,2,0
814,2019,0.09219 ,0.17080 ,-0.28907 ,0.35243 ,21.38568 ,0.03387 ,0.00102 ,0,1
2883,2011,5.56474 ,0.17051 ,-2.00842 ,0.00000 ,20.57785 ,0.08144 ,0.20155 ,7,1
670,2017,1.29050 ,0.17037 ,0.70565 ,,22.62116 ,0.04715 ,0.03762 ,3,0
670,2012,0.45151 ,0.17037 ,-0.32589 ,0.00000 ,22.62116 ,0.04715 ,0.01996 ,2,1
189,2018,0.55107 ,0.17005 ,0.00176 ,0.11121 ,22.49315 ,0.00162 ,,1,1
189,2016,0.14686 ,0.17005 ,-0.14618 ,0.04847 ,22.49315 ,0.00162 ,-0.00212 ,0,1
126,2017,0.00420 ,0.16988 ,0.00511 ,0.00672 ,24.36696 ,0.05189 ,0.00124 ,0,0
581,2013,2.06336 ,0.16969 ,-5.25293 ,0.00000 ,18.60999 ,0.20083 ,0.00000 ,9,0
357,2019,0.69090 ,0.16946 ,1.13205 ,,20.83432 ,0.32789 ,0.00614 ,1,0
357,2014,0.39259 ,0.16946 ,-0.37036 ,0.00000 ,20.83432 ,0.32789 ,0.02814 ,0,0
1813,2011,0.35149 ,0.16930 ,-0.00279 ,0.03417 ,23.15010 ,0.11640 ,-0.00149 ,0,0
1812,2019,0.18091 ,0.16930 ,-0.83789 ,0.17198 ,23.15010 ,0.11640 ,0.01280 ,1,1
3898,2015,0.21565 ,0.16897 ,0.03497 ,0.33105 ,23.49440 ,0.23147 ,0.00759 ,0,1
3898,2011,0.08643 ,0.16897 ,-0.00873 ,0.01940 ,23.49440 ,0.23147 ,0.00320 ,0,1
581,2011,0.27757 ,0.16896 ,0.00217 ,0.00000 ,22.66341 ,0.02346 ,0.00031 ,0,0
1378,2018,4.76536 ,0.16891 ,4.91809 ,0.55802 ,21.28244 ,0.00608 ,0.24556 ,5,0
751,2012,0.17449 ,0.16862 ,-0.05768 ,0.01406 ,22.92407 ,0.00000 ,0.00332 ,0,0
1986,2015,0.28847 ,0.16817 ,0.52083 ,0.00000 ,20.05393 ,0.43085 ,0.00000 ,0,0
1986,2017,0.35360 ,0.16817 ,0.05387 ,0.02529 ,20.05393 ,0.43085 ,,0,0
703,2010,0.02338 ,0.16801 ,0.03623 ,0.01153 ,21.77590 ,0.09991 ,-0.00208 ,0,1
703,2015,-0.01510 ,0.16801 ,-0.05781 ,0.00000 ,21.77590 ,0.09991 ,-0.00037 ,0,0
3636,2014,3.70525 ,0.16779 ,11.14057 ,0.12530 ,18.80487 ,0.07256 ,-0.01052 ,-2,0
3636,2019,1.61326 ,0.16779 ,8.82552 ,,18.80487 ,0.07256 ,0.31039 ,-3,0
1206,2012,0.01054 ,0.16697 ,0.00264 ,0.00000 ,21.32233 ,0.36044 ,0.00000 ,0,0
1205,2016,0.18898 ,0.16697 ,-0.30455 ,,21.32233 ,0.36044 ,0.09963 ,0,0
2689,2012,0.43936 ,0.16677 ,0.48108 ,0.00000 ,22.19180 ,0.27900 ,0.00000 ,1,0
1813,2018,0.39665 ,0.16597 ,1.43877 ,0.24402 ,23.33274 ,0.06120 ,0.10591 ,0,0
3393,2015,0.25826 ,0.16589 ,0.25675 ,0.12897 ,21.32135 ,0.07314 ,-0.00171 ,0,1
3393,2010,0.11470 ,0.16589 ,-0.02597 ,0.02643 ,21.32135 ,0.07314 ,0.00000 ,0,0
3377,2015,2.37711 ,0.16588 ,5.45132 ,14.73330 ,21.39534 ,0.00943 ,-0.00782 ,3,0
2208,2016,1.49832 ,0.16586 ,2.21315 ,0.63770 ,21.58642 ,0.00000 ,0.08089 ,1,1
555,2013,0.67272 ,0.16570 ,0.03160 ,0.00000 ,21.12062 ,0.39605 ,0.00451 ,0,1
34,2017,0.01854 ,0.16561 ,0.02683 ,,25.29842 ,0.03707 ,0.01517 ,0,0
877,2019,0.04256 ,0.16542 ,0.04033 ,0.00645 ,21.70240 ,0.01212 ,-0.00359 ,0,0
877,2014,0.01929 ,0.16542 ,-0.03800 ,0.00285 ,21.70240 ,0.01212 ,-0.00190 ,0,0
860,2017,-0.04224 ,0.16520 ,0.24113 ,,21.50455 ,0.00766 ,0.00430 ,0,1
623,2014,2.64146 ,0.16471 ,-0.05273 ,0.00000 ,18.90930 ,0.00200 ,-0.00515 ,-1,1
623,2018,0.72398 ,0.16471 ,-0.41352 ,,18.90930 ,0.00200 ,,1,1
1128,2018,87.03743 ,0.16466 ,-60.28016 ,,18.09076 ,0.01670 ,,135,1
667,2019,0.29918 ,0.16458 ,1.09326 ,1.78471 ,21.99718 ,0.20972 ,,0,0
817,2019,5.51148 ,0.16440 ,-1.97292 ,4.61612 ,21.56776 ,0.13672 ,0.25345 ,9,0
1363,2013,1.09828 ,0.16427 ,1.86245 ,0.00000 ,19.33455 ,0.00042 ,0.09047 ,0,0
511,2010,0.26724 ,0.16410 ,-0.12072 ,0.00000 ,22.63704 ,0.08773 ,-0.01493 ,0,0
357,2013,0.38983 ,0.16385 ,1.31184 ,0.00000 ,20.73334 ,0.34617 ,0.02666 ,0,0
357,2011,0.32623 ,0.16385 ,0.30630 ,0.00000 ,20.73334 ,0.34617 ,0.02532 ,0,0
1099,2016,4.45136 ,0.16365 ,-1.01097 ,0.00457 ,21.41889 ,0.26184 ,0.11581 ,5,0
3308,2014,0.13687 ,0.16329 ,-0.01023 ,2.70735 ,23.14235 ,0.23070 ,0.00025 ,0,1
3308,2019,0.16789 ,0.16329 ,-0.23014 ,6.57782 ,23.14235 ,0.23070 ,-0.00917 ,0,1
590,2016,1.49807 ,0.16325 ,-2.15192 ,0.00506 ,20.46844 ,0.08149 ,-0.10206 ,3,0
819,2010,0.74536 ,0.16315 ,0.59927 ,0.00000 ,20.17027 ,0.00409 ,0.00000 ,0,0
818,2018,0.74782 ,0.16315 ,0.02672 ,0.06780 ,20.17027 ,0.00409 ,0.29858 ,1,0
2689,2011,0.54532 ,0.16285 ,1.42355 ,0.00000 ,22.20668 ,0.27274 ,0.00000 ,1,0
2689,2015,0.44362 ,0.16285 ,-0.90912 ,0.00000 ,22.20668 ,0.27274 ,0.00896 ,1,0
1882,2016,15.00558 ,0.16247 ,-1.90499 ,52.92106 ,18.66386 ,0.07090 ,0.02388 ,15,0
1882,2012,9.36327 ,0.16247 ,-3.98317 ,11.23582 ,18.66386 ,0.07090 ,0.01858 ,14,0
604,2016,0.67343 ,0.16201 ,-0.34485 ,0.00463 ,23.23402 ,0.10413 ,0.09282 ,1,1
754,2011,6.07897 ,0.16177 ,19.82054 ,3.21246 ,19.70561 ,0.15826 ,0.28902 ,-7,0
43,2012,0.09137 ,0.16176 ,-0.02719 ,0.00000 ,21.92268 ,0.44218 ,0.00742 ,0,0
3898,2010,0.09182 ,0.16138 ,0.01441 ,0.00000 ,23.10325 ,0.02910 ,0.00530 ,0,1
2331,2014,-0.06876 ,0.16108 ,0.04911 ,0.00145 ,22.99181 ,0.63053 ,0.00076 ,0,0
2331,2019,0.19208 ,0.16108 ,-0.06711 ,0.69754 ,22.99181 ,0.63053 ,0.03554 ,0,0
960,2011,4.84378 ,0.16101 ,2.26286 ,0.00000 ,21.58306 ,0.07987 ,0.13693 ,4,0
1175,2009,-0.12589 ,0.16101 ,-0.00193 ,0.00000 ,24.26510 ,0.09462 ,0.00000 ,0,0
548,2010,0.31341 ,0.16064 ,-0.26512 ,0.00000 ,21.72916 ,0.03507 ,0.10910 ,1,0
596,2010,0.06586 ,0.16018 ,-0.00950 ,0.00778 ,21.72297 ,0.15748 ,0.00505 ,0,1
336,2012,1.65399 ,0.15981 ,-0.32743 ,0.01092 ,20.95292 ,0.02423 ,0.00011 ,1,0
3883,2011,0.04023 ,0.15977 ,0.06565 ,0.00289 ,23.67968 ,0.22560 ,-0.00144 ,0,0
3883,2016,0.10843 ,0.15977 ,0.04200 ,0.05260 ,23.67968 ,0.22560 ,-0.00167 ,0,0
880,2011,6.77875 ,0.15944 ,-4.02631 ,0.02638 ,20.48578 ,0.00395 ,-0.04793 ,11,0
1233,2016,9.56785 ,0.15845 ,27.26699 ,4.80438 ,19.61561 ,0.05407 ,0.20007 ,-2,0
1361,2017,3.10476 ,0.15823 ,-1.64906 ,,19.33387 ,0.00134 ,-0.85770 ,3,0
623,2010,1.34835 ,0.15780 ,-0.15411 ,0.03635 ,18.92171 ,0.06395 ,0.00000 ,3,0
623,2015,1.15584 ,0.15780 ,-1.92805 ,0.00000 ,18.92171 ,0.06395 ,-0.00197 ,-1,0
799,2019,0.11408 ,0.15771 ,-0.04690 ,0.00132 ,21.23314 ,0.00383 ,-0.00090 ,0,0
323,2007,12.33222 ,0.15750 ,24.02516 ,0.42942 ,19.23658 ,0.00069 ,0.58086 ,16,0
323,2012,-16.56776 ,0.15750 ,-9.52112 ,0.50194 ,19.23658 ,0.00069 ,2.71497 ,25,0
2208,2015,1.15700 ,0.15706 ,-0.34559 ,0.12015 ,21.75512 ,0.00000 ,0.05756 ,2,1
520,2016,0.09462 ,0.15662 ,-0.02909 ,0.96615 ,22.33275 ,0.00355 ,,0,0
813,2015,3.56545 ,0.15590 ,2.59772 ,0.40436 ,22.07100 ,0.01726 ,-0.12554 ,1,0
813,2012,2.64126 ,0.15590 ,-0.39754 ,0.00000 ,22.07100 ,0.01726 ,0.03954 ,2,0
691,2010,0.32459 ,0.15589 ,0.33293 ,0.00000 ,22.15831 ,0.08827 ,-0.00005 ,0,0
691,2015,-1.54663 ,0.15589 ,0.23876 ,0.00000 ,22.15831 ,0.08827 ,-0.00699 ,0,1
756,2018,0.00383 ,0.15563 ,-0.02402 ,0.00012 ,21.75165 ,0.02085 ,-0.00364 ,0,1
336,2017,1.06479 ,0.15543 ,0.53965 ,0.80836 ,21.00345 ,0.05815 ,0.01303 ,1,0
336,2013,1.54711 ,0.15543 ,-0.97174 ,0.00093 ,21.00345 ,0.05815 ,0.00041 ,1,0
848,2011,0.00213 ,0.15512 ,0.00255 ,0.00037 ,26.89186 ,,0.00000 ,0,0
1363,2015,2.68358 ,0.15497 ,5.59872 ,0.86081 ,19.33649 ,0.00176 ,0.00591 ,2,0
1099,2015,4.04468 ,0.15481 ,-4.00019 ,0.06731 ,21.32864 ,0.25833 ,0.09010 ,7,0
860,2018,-0.04920 ,0.15436 ,0.12568 ,0.31530 ,21.51967 ,0.04347 ,-0.00149 ,0,0
3319,2018,2.37765 ,0.15398 ,6.94793 ,0.00805 ,19.92981 ,0.11446 ,,2,0
2038,2010,-0.00199 ,0.15275 ,0.00610 ,0.00112 ,25.20869 ,0.39081 ,0.00002 ,0,0
34,2015,0.09152 ,0.15270 ,-0.01387 ,0.00000 ,23.45614 ,0.00072 ,0.01916 ,0,0
34,2012,0.13966 ,0.15270 ,-0.01764 ,0.00000 ,23.45614 ,0.00072 ,0.02226 ,0,0
1378,2013,4.27319 ,0.15225 ,6.78710 ,0.98442 ,21.26960 ,0.01073 ,0.00000 ,0,0
1378,2019,5.07907 ,0.15225 ,-6.84202 ,1.79512 ,21.26960 ,0.01073 ,0.29495 ,8,0
389,2011,0.29474 ,0.15223 ,-0.05562 ,0.00000 ,20.70605 ,0.85067 ,0.00000 ,0,0
588,2017,0.23080 ,0.15222 ,0.55072 ,0.38401 ,23.28122 ,0.14456 ,0.00357 ,0,0
588,2012,0.11020 ,0.15222 ,0.01162 ,0.00000 ,23.28122 ,0.08084 ,-0.00013 ,0,0
814,2013,0.21136 ,0.15212 ,0.20852 ,3.18801 ,20.33593 ,0.24996 ,0.00306 ,0,1
400,2015,0.23388 ,0.15172 ,0.00295 ,0.09801 ,21.31671 ,0.13260 ,0.00000 ,0,0
1982,2019,-1.72658 ,0.15166 ,-1.49729 ,,18.88629 ,0.31812 ,-0.00311 ,0,0
3377,2019,1.66115 ,0.15141 ,-0.11101 ,4.60941 ,22.55915 ,0.26361 ,0.30854 ,-1,0
371,2018,7.89081 ,0.15134 ,15.17928 ,0.01025 ,20.57138 ,0.21405 ,1.06418 ,-6,0
2779,2018,0.07151 ,0.15122 ,0.28770 ,0.66555 ,22.00630 ,0.45739 ,,0,0
152,2010,3.49867 ,0.15088 ,0.20956 ,0.81826 ,20.23418 ,0.14052 ,0.58358 ,3,0
3883,2010,0.06186 ,0.15079 ,0.03294 ,0.03536 ,23.15764 ,0.45509 ,-0.00117 ,0,0
3882,2016,0.00540 ,0.15079 ,-0.01180 ,0.00582 ,23.15764 ,0.45509 ,,0,0
34,2011,0.11608 ,0.14956 ,0.17590 ,0.02328 ,23.44179 ,0.00013 ,0.02136 ,0,0
2038,2015,3.48173 ,0.14951 ,-4.28101 ,40.18421 ,18.23843 ,0.23602 ,-0.06932 ,11,0
291,2015,6.38755 ,0.14904 ,-58.86905 ,0.38099 ,19.63252 ,0.19483 ,0.00000 ,17,1
881,2019,9.02575 ,0.14890 ,-6.72159 ,1.19631 ,20.36794 ,0.20019 ,-0.00172 ,11,0
738,2017,0.34608 ,0.14877 ,-0.26097 ,,19.73265 ,0.60970 ,0.00114 ,1,0
400,2018,0.42386 ,0.14859 ,-0.11550 ,0.25893 ,20.42332 ,0.18784 ,0.00980 ,0,1
1175,2017,0.00130 ,0.14832 ,0.00756 ,,24.32198 ,0.03568 ,,0,0
1175,2014,0.02217 ,0.14832 ,0.00264 ,0.00000 ,24.32198 ,0.03568 ,0.00000 ,0,0
357,2010,0.26897 ,0.14824 ,-0.15939 ,0.00000 ,20.66605 ,0.29012 ,0.00000 ,0,0
371,2019,8.83582 ,0.14778 ,6.54637 ,0.03554 ,20.56681 ,0.29251 ,1.09497 ,-5,1
371,2014,3.11890 ,0.14778 ,2.56759 ,0.07715 ,20.56681 ,0.29251 ,0.32539 ,0,1
799,2018,0.06426 ,0.14770 ,-0.03577 ,,22.02570 ,0.09550 ,-0.00036 ,0,0
3918,2014,0.07637 ,0.14763 ,-0.05947 ,0.01352 ,21.34319 ,0.00012 ,0.00000 ,0,0
3799,2015,31.25499 ,0.14749 ,45.45249 ,7.46854 ,18.58439 ,0.00924 ,0.00000 ,34,0
980,2011,1.90119 ,0.14748 ,-1.01405 ,1.95214 ,20.05234 ,0.02756 ,0.27889 ,2,0
738,2018,0.24688 ,0.14736 ,-0.23912 ,0.05848 ,19.75599 ,0.43060 ,0.00019 ,0,0
814,2017,0.21898 ,0.14711 ,-0.48255 ,2.78722 ,20.33278 ,0.09260 ,0.00397 ,1,1
371,2011,1.07973 ,0.14634 ,4.48525 ,0.00252 ,20.49671 ,0.33603 ,0.02609 ,-3,1
1361,2018,2.29237 ,0.14575 ,0.22283 ,,19.33275 ,0.00029 ,,1,0
1361,2013,1.26502 ,0.14575 ,-1.13124 ,0.00000 ,19.33275 ,0.00029 ,0.00000 ,1,0
548,2016,11.63797 ,0.14533 ,-10.97081 ,,18.75293 ,0.12062 ,3.11299 ,15,0
3383,2010,1.65956 ,0.14474 ,0.77502 ,0.01023 ,22.61770 ,0.00635 ,0.00000 ,0,0
1995,2019,0.33777 ,0.14468 ,-0.08528 ,,20.69549 ,0.22401 ,-0.00043 ,1,1
2331,2018,0.08982 ,0.14446 ,-0.00693 ,0.00005 ,22.97111 ,0.65745 ,0.00672 ,0,0
354,2011,0.04369 ,0.14418 ,0.08228 ,0.00725 ,21.96136 ,0.05423 ,0.00076 ,0,1
1999,2013,0.63043 ,0.14344 ,-0.15978 ,8.19093 ,20.71285 ,0.80691 ,0.00745 ,1,0
425,2019,23.55640 ,0.14343 ,-0.71761 ,142.76146 ,18.30641 ,0.57633 ,1.23323 ,27,1
3998,2014,0.12990 ,0.14339 ,0.12106 ,0.53772 ,22.74639 ,0.15695 ,0.00233 ,0,0
3998,2019,0.18441 ,0.14339 ,-0.17934 ,1.99001 ,22.74639 ,0.15695 ,,0,0
241,2017,-0.05713 ,0.14317 ,0.05320 ,0.00284 ,22.01112 ,0.02703 ,0.00139 ,0,1
322,2012,2.20271 ,0.14317 ,-0.70656 ,0.02386 ,19.74470 ,0.01753 ,0.01055 ,3,0
336,2016,1.42811 ,0.14307 ,-0.62858 ,0.21196 ,20.97282 ,0.02016 ,0.00888 ,1,0
152,2011,4.33573 ,0.14291 ,3.00008 ,0.00319 ,20.28697 ,0.13577 ,0.90645 ,3,0
1579,2016,1.47976 ,0.14277 ,3.33213 ,,18.96524 ,0.28117 ,,1,0
1317,2019,0.88833 ,0.14271 ,-0.39670 ,3.45973 ,20.45734 ,0.26804 ,0.08033 ,1,1
3320,2018,0.76259 ,0.14262 ,0.38509 ,1.90993 ,23.21815 ,0.02350 ,0.01132 ,1,0
384,2019,0.25089 ,0.14213 ,0.14212 ,0.00545 ,24.52039 ,0.02735 ,0.03705 ,0,0
384,2014,0.08347 ,0.14213 ,0.09480 ,0.00925 ,24.52039 ,0.02735 ,0.01427 ,0,1
286,2015,0.02067 ,0.14181 ,0.02891 ,0.00000 ,21.58739 ,0.36272 ,0.00544 ,0,1
631,2014,0.01488 ,0.14169 ,-0.02557 ,0.03397 ,23.18964 ,0.02379 ,0.02042 ,0,0
814,2010,0.07908 ,0.14098 ,0.10064 ,0.01089 ,22.07311 ,0.22002 ,0.00000 ,0,0
2371,2016,-0.00622 ,0.14084 ,-0.00017 ,0.00151 ,24.18723 ,0.06952 ,-0.00001 ,0,1
43,2011,0.08673 ,0.14058 ,-0.04197 ,0.00000 ,21.82824 ,0.39872 ,0.00741 ,0,0
371,2015,4.34528 ,0.14050 ,8.66858 ,0.04756 ,20.51987 ,0.27938 ,0.21449 ,-3,1
371,2010,0.85190 ,0.14050 ,6.25208 ,0.00144 ,20.51987 ,0.27938 ,0.00101 ,-4,1
631,2016,-0.06010 ,0.14047 ,-0.04132 ,0.03311 ,23.18964 ,0.02379 ,,0,0
3669,2016,0.08330 ,0.14032 ,0.07084 ,0.01148 ,23.35010 ,0.13745 ,0.00238 ,0,0
756,2019,-0.19392 ,0.14011 ,-0.06854 ,0.01621 ,21.68816 ,0.03951 ,,0,0
43,2010,0.06267 ,0.14011 ,-0.07526 ,0.00000 ,21.79567 ,0.37609 ,0.00945 ,0,0
210,2012,3.06553 ,0.13982 ,-0.65028 ,0.00000 ,19.87102 ,0.03369 ,-0.01911 ,1,0
210,2016,-1.94199 ,0.13982 ,-0.77639 ,,19.87102 ,0.03369 ,-0.00507 ,1,0
2607,2019,4.44858 ,0.13971 ,-0.64422 ,2.38261 ,21.06525 ,0.07058 ,0.54355 ,3,0
1995,2018,0.16446 ,0.13966 ,0.64136 ,0.22966 ,20.57495 ,0.23052 ,0.01041 ,0,1
988,2013,-0.17895 ,0.13965 ,0.01110 ,0.00002 ,23.31629 ,0.05131 ,0.00000 ,0,1
1882,2017,12.98330 ,0.13962 ,-3.52729 ,28.76920 ,19.06282 ,0.02831 ,0.02441 ,9,0
598,2012,0.47040 ,0.13954 ,0.33950 ,0.06866 ,21.68705 ,0.32088 ,0.28474 ,0,0
598,2017,1.43695 ,0.13954 ,-0.05838 ,0.33708 ,21.68705 ,0.32088 ,0.38971 ,1,0
3699,2015,89.30487 ,0.13952 ,-9.69553 ,0.00000 ,20.12383 ,0.14215 ,-0.04006 ,58,0
153,2017,0.34994 ,0.13939 ,0.07407 ,0.02575 ,20.61560 ,0.25890 ,0.00046 ,0,0
596,2013,-0.04980 ,0.13909 ,0.03635 ,0.00000 ,21.83212 ,0.17132 ,0.00135 ,0,0
1618,2010,18.62726 ,0.13892 ,67.98087 ,2.92393 ,19.94375 ,0.04539 ,0.29218 ,-55,0
661,2011,-1.15620 ,0.13858 ,0.00000 ,0.00000 ,20.41577 ,0.41185 ,0.00000 ,0,0
988,2012,0.01423 ,0.13854 ,0.03034 ,0.00000 ,23.33435 ,0.00525 ,0.00000 ,0,1
988,2017,-0.00219 ,0.13854 ,-0.00093 ,,23.33435 ,0.00525 ,-0.00014 ,0,0
596,2011,0.02236 ,0.13819 ,-0.04402 ,0.00000 ,21.83212 ,0.17132 ,0.00023 ,0,1
