id_n,year,income,debt_r,FinanceCF,Inv,lAsset/Size,cash,Inv_income,OperationCF,M&A
1825,2019,-0.03767 ,0.35427 ,0.06469 ,,20.19090 ,0.20984 ,,0,0
1823,2017,0.04102 ,0.35427 ,-0.10530 ,,20.19090 ,0.21617 ,,0,0
6033,2017,0.01989 ,0.35427 ,-0.02312 ,0.00021 ,22.42807 ,0.02425 ,0.00591 ,0,0
3999,2016,0.02653 ,0.35427 ,-0.06201 ,,22.42807 ,0.02425 ,-0.00040 ,0,0
1884,2015,0.06928 ,0.35427 ,-0.09356 ,0.00721 ,20.13470 ,0.12925 ,0.00020 ,0,1
2317,2015,0.01666 ,0.35423 ,-0.02360 ,0.00000 ,20.67541 ,0.07858 ,-0.00003 ,0,0
351,2014,-0.01028 ,0.35419 ,0.00512 ,0.00000 ,23.88380 ,0.04028 ,-0.00067 ,0,0
2320,2018,0.01201 ,0.35411 ,-0.00251 ,,21.96878 ,0.32482 ,,0,0
8231,2016,0.00256 ,0.35410 ,0.05625 ,,18.84201 ,0.01973 ,,0,0
8231,2019,-0.00863 ,0.35410 ,-0.00645 ,,18.84201 ,0.01973 ,,0,0
2345,2012,0.11717 ,0.35409 ,0.08069 ,0.00000 ,20.87849 ,0.00025 ,0.01397 ,0,0
2345,2017,0.30101 ,0.35409 ,-0.53840 ,0.08349 ,20.87849 ,0.00025 ,0.03492 ,1,0
50,2014,0.00336 ,0.35406 ,-0.00123 ,0.00000 ,26.62073 ,0.11718 ,0.00039 ,0,0
637,2015,0.06508 ,0.35405 ,0.38924 ,0.02715 ,20.07530 ,0.23980 ,0.00140 ,-1,0
77,2011,0.01766 ,0.35405 ,-0.00204 ,0.00000 ,21.42178 ,0.06211 ,0.00000 ,0,1
455,2016,0.00076 ,0.35404 ,0.00336 ,0.04802 ,23.90984 ,0.18725 ,0.00000 ,0,1
455,2019,0.00108 ,0.35404 ,-0.00029 ,0.03796 ,23.90984 ,0.18725 ,,0,1
3363,2016,0.05528 ,0.35369 ,-0.10650 ,,21.53849 ,0.09748 ,,0,0
8059,2015,0.00043 ,0.35368 ,0.00159 ,0.00000 ,24.18100 ,0.04303 ,0.00000 ,0,0
8160,2017,0.01689 ,0.35361 ,0.09633 ,,19.40224 ,0.03681 ,,0,0
954,2018,0.00845 ,0.35360 ,-0.00237 ,,22.58901 ,0.19268 ,-0.00020 ,0,0
954,2013,0.01263 ,0.35360 ,-0.00840 ,0.00000 ,22.58901 ,0.19268 ,0.00000 ,0,0
1518,2017,0.89183 ,0.35357 ,3.86781 ,3.40464 ,19.00465 ,0.40591 ,,1,0
8375,2018,0.00037 ,0.35353 ,0.00030 ,,23.70295 ,0.17463 ,,0,0
8231,2018,-0.00627 ,0.35343 ,-0.00035 ,,18.95209 ,0.04166 ,,0,0
1150,2014,-0.00260 ,0.35330 ,-0.00017 ,0.00000 ,23.74618 ,0.04970 ,0.00000 ,0,0
8023,2019,0.00050 ,0.35328 ,-0.00042 ,,23.86715 ,0.08705 ,,0,0
641,2017,0.28488 ,0.35328 ,-0.06208 ,0.07321 ,20.93139 ,0.14785 ,0.00000 ,0,1
2017,2017,0.01093 ,0.35321 ,0.03214 ,,23.11817 ,0.10548 ,,0,0
1210,2017,-0.12845 ,0.35319 ,,0.42412 ,20.69960 ,0.10183 ,-0.00007 ,0,0
608,2016,0.01949 ,0.35315 ,-0.04634 ,0.00771 ,22.19868 ,0.00486 ,-0.00014 ,0,0
592,2017,0.00148 ,0.35311 ,-0.00600 ,0.00589 ,22.60798 ,0.24350 ,,0,0
896,2019,0.62870 ,0.35296 ,-0.38436 ,0.43150 ,20.72318 ,0.00051 ,0.07452 ,-1,0
212,2011,0.50181 ,0.35292 ,0.11703 ,0.27055 ,19.93779 ,0.08390 ,0.01876 ,0,0
1263,2018,0.00300 ,0.35283 ,-0.00009 ,,25.38228 ,0.06319 ,,0,0
1263,2013,0.00081 ,0.35283 ,-0.00039 ,0.00000 ,25.38228 ,0.06319 ,0.00000 ,0,0
6893,2017,0.02166 ,0.35283 ,0.17878 ,,20.21392 ,0.20296 ,,0,0
6896,2016,0.29174 ,0.35283 ,-0.17569 ,2.41907 ,20.21392 ,0.20296 ,,0,0
76,2014,-0.00060 ,0.35273 ,0.00015 ,0.00000 ,24.38721 ,0.05878 ,0.00000 ,0,1
76,2019,-0.00022 ,0.35273 ,-0.00001 ,,24.38721 ,0.05878 ,,0,0
3639,2015,28.13307 ,0.35263 ,-11.50218 ,0.00000 ,17.75209 ,0.09396 ,-0.70599 ,27,0
3639,2019,25.51390 ,0.35263 ,-68.88791 ,,17.75209 ,0.09396 ,0.99151 ,98,0
599,2019,0.06278 ,0.35260 ,-0.08711 ,,19.54633 ,0.24732 ,,0,0
485,2015,-0.10450 ,0.35243 ,0.03172 ,0.00000 ,21.57883 ,0.00912 ,-0.07523 ,0,0
2225,2018,-0.01452 ,0.35221 ,-0.00011 ,0.01404 ,19.39773 ,0.00334 ,,0,0
2300,2019,0.22844 ,0.35208 ,-0.28115 ,,21.44652 ,0.31424 ,0.02850 ,0,0
872,2014,-0.02732 ,0.35202 ,0.01574 ,0.00000 ,22.33067 ,0.08080 ,-0.00158 ,0,1
872,2011,0.00317 ,0.35202 ,-0.01927 ,0.00000 ,22.33067 ,0.08080 ,-0.00004 ,0,1
36,2014,0.00414 ,0.35195 ,-0.01173 ,0.00000 ,22.17432 ,0.27876 ,0.00017 ,0,0
36,2019,-0.04305 ,0.35195 ,-0.04347 ,,22.17432 ,0.27876 ,0.00076 ,0,0
2345,2016,0.23740 ,0.35189 ,-0.20116 ,,20.95914 ,0.00055 ,0.02286 ,0,0
1608,2018,0.01680 ,0.35188 ,0.09687 ,0.00302 ,23.34423 ,0.46949 ,0.00046 ,0,0
1609,2017,0.00378 ,0.35188 ,0.00159 ,,23.34423 ,0.40047 ,,0,0
1636,2019,-0.11422 ,0.35177 ,0.21340 ,,21.15434 ,0.15458 ,-0.00313 ,0,0
1468,2015,0.06779 ,0.35168 ,0.02681 ,0.02248 ,20.14633 ,0.00182 ,0.00000 ,0,0
1466,2018,-0.22890 ,0.35168 ,-0.00107 ,0.11783 ,20.14633 ,0.00182 ,-0.14279 ,0,0
413,2011,0.00884 ,0.35137 ,0.01160 ,0.00000 ,24.29491 ,0.01102 ,0.00555 ,0,0
413,2016,0.00566 ,0.35137 ,0.00625 ,,24.29491 ,0.01102 ,-0.00003 ,0,1
8187,2017,-0.00184 ,0.35127 ,0.01449 ,,22.28887 ,0.35386 ,,0,0
380,2013,0.00201 ,0.35126 ,0.00538 ,0.00000 ,23.03429 ,0.07179 ,0.00000 ,0,0
221,2011,0.15237 ,0.35117 ,0.36137 ,0.04798 ,19.87479 ,0.26836 ,0.08178 ,0,0
221,2014,0.52102 ,0.35117 ,0.08081 ,0.32705 ,19.87479 ,0.26836 ,0.17708 ,3,0
459,2017,0.07323 ,0.35116 ,-0.00067 ,,21.08225 ,0.81990 ,,0,0
459,2012,0.14447 ,0.35116 ,-0.00250 ,0.00000 ,21.08225 ,0.81990 ,0.00000 ,0,0
348,2014,0.00094 ,0.35013 ,-0.00280 ,0.10069 ,21.74181 ,0.03757 ,0.00000 ,0,0
8158,2017,-0.19018 ,0.35006 ,0.46409 ,0.52606 ,20.62177 ,0.19709 ,,0,1
3363,2017,0.11338 ,0.34985 ,-0.06801 ,,21.48494 ,0.04588 ,,0,0
2310,2011,-0.00668 ,0.34981 ,0.00721 ,0.00000 ,22.87449 ,0.12863 ,0.00000 ,0,0
3369,2017,0.07461 ,0.34966 ,-0.08200 ,0.14264 ,23.52558 ,0.05519 ,0.00695 ,0,0
3369,2014,0.15516 ,0.34966 ,-0.15046 ,0.02890 ,23.52558 ,0.05519 ,0.01439 ,0,0
55,2014,-0.01435 ,0.34965 ,0.01225 ,0.00350 ,21.08124 ,0.00017 ,-0.00002 ,0,0
55,2011,0.03814 ,0.34965 ,-0.00687 ,0.04567 ,21.08124 ,0.00017 ,-0.00072 ,0,1
14,2013,0.10577 ,0.34958 ,0.00426 ,0.01045 ,24.93952 ,0.15435 ,0.00568 ,0,0
385,2010,0.00026 ,0.34934 ,0.00041 ,0.00000 ,25.40615 ,0.10891 ,0.00000 ,0,0
8195,2018,-0.00359 ,0.34930 ,-0.00009 ,,25.05039 ,0.08522 ,-0.00017 ,0,1
8192,2018,-0.00204 ,0.34930 ,,0.00037 ,25.05039 ,0.08522 ,,0,1
557,2011,-0.02274 ,0.34929 ,0.00640 ,0.00000 ,21.33101 ,0.14676 ,0.00000 ,0,0
557,2016,-0.02763 ,0.34929 ,-0.00013 ,,21.33101 ,0.14676 ,0.01094 ,0,1
8045,2015,-0.01596 ,0.34911 ,0.00074 ,0.00000 ,22.92759 ,0.09729 ,0.00083 ,0,1
800,2015,0.01612 ,0.34870 ,0.10837 ,0.01387 ,21.41079 ,0.23279 ,-0.01355 ,0,1
37,2014,-0.00062 ,0.34849 ,0.00225 ,0.00000 ,22.66326 ,0.22305 ,0.00040 ,0,0
647,2013,0.19707 ,0.34845 ,-0.19714 ,0.00000 ,19.83624 ,0.00700 ,0.00802 ,0,0
647,2018,-0.13448 ,0.34845 ,,,19.83624 ,0.00700 ,0.00755 ,0,0
897,2018,-0.00494 ,0.34840 ,0.00645 ,0.00095 ,23.87032 ,0.05766 ,-0.00407 ,0,0
583,2014,0.13910 ,0.34819 ,-0.08706 ,0.01317 ,20.97577 ,0.21762 ,-0.00728 ,0,0
583,2019,0.38318 ,0.34819 ,-0.13019 ,,20.97577 ,0.21762 ,0.33202 ,0,0
8290,2016,-0.00006 ,0.34811 ,-0.00001 ,,25.86015 ,0.08145 ,,0,0
2349,2016,-0.04045 ,0.34811 ,0.00966 ,0.00017 ,22.98625 ,0.16934 ,,0,1
8206,2016,-0.02494 ,0.34806 ,0.00000 ,0.00000 ,20.44176 ,0.24970 ,0.00000 ,0,0
8206,2011,-0.32300 ,0.34806 ,-0.00081 ,0.00000 ,20.44176 ,0.24970 ,0.00000 ,0,0
326,2016,-0.61622 ,0.34805 ,-0.13588 ,0.72895 ,20.12313 ,0.00131 ,-0.00016 ,-1,0
326,2013,0.16544 ,0.34805 ,-0.22592 ,0.07819 ,20.12313 ,0.00131 ,-0.00059 ,0,1
259,2014,0.05792 ,0.34780 ,0.00001 ,0.00000 ,21.43189 ,0.14032 ,0.03233 ,0,0
259,2019,0.17723 ,0.34780 ,-0.07636 ,,21.43189 ,0.14032 ,0.06094 ,0,0
1462,2018,0.37311 ,0.34776 ,1.06606 ,0.12165 ,20.14655 ,0.00103 ,,0,0
1466,2017,-0.04323 ,0.34776 ,,0.03699 ,20.14655 ,0.00103 ,,0,0
1058,2019,-0.11178 ,0.34772 ,-0.00251 ,,19.66847 ,0.19640 ,,0,0
8272,2011,-0.04711 ,0.34761 ,0.06334 ,0.02015 ,21.29410 ,0.14848 ,0.00376 ,0,0
3626,2018,0.03796 ,0.34759 ,,,19.79950 ,0.34802 ,,0,0
542,2013,-0.02289 ,0.34758 ,0.00000 ,0.00000 ,21.54741 ,0.16892 ,0.00000 ,0,0
1220,2014,-0.00827 ,0.34757 ,0.00000 ,0.00000 ,20.35932 ,0.00068 ,0.00000 ,0,1
1220,2017,-0.00725 ,0.34757 ,,0.02852 ,20.35932 ,0.00068 ,,0,0
6833,2016,0.00962 ,0.34745 ,0.12111 ,0.03968 ,21.70090 ,0.32089 ,,0,0
6836,2016,0.06258 ,0.34745 ,-0.00910 ,,21.70090 ,0.32089 ,,0,0
70,2017,0.01843 ,0.34740 ,-0.00133 ,,21.49667 ,0.14136 ,0.00199 ,0,0
8128,2013,0.86922 ,0.34696 ,2.55781 ,0.00000 ,19.00070 ,0.03408 ,1.02191 ,0,0
8128,2011,0.21710 ,0.34696 ,0.39616 ,0.00000 ,19.00070 ,0.22711 ,0.00208 ,0,1
3626,2016,0.00684 ,0.34690 ,0.02249 ,0.00000 ,20.86063 ,0.03054 ,0.00000 ,0,0
2341,2013,0.09065 ,0.34678 ,0.10287 ,0.00000 ,21.50530 ,0.11153 ,-0.00022 ,0,0
2608,2017,0.70056 ,0.34651 ,-0.21079 ,0.98797 ,21.33811 ,0.02560 ,0.43249 ,2,0
391,2015,-0.00397 ,0.34650 ,0.00035 ,0.00000 ,23.01274 ,0.05694 ,0.00006 ,0,0
1131,2019,6.09128 ,0.34634 ,9.02902 ,0.04103 ,19.21317 ,0.00517 ,4.54458 ,2,0
71,2013,0.13497 ,0.34625 ,0.04486 ,0.01474 ,23.10380 ,0.14912 ,0.00383 ,0,0
887,2011,0.80262 ,0.34625 ,0.91579 ,0.00000 ,20.66461 ,0.09072 ,0.00000 ,-1,0
887,2015,-0.12365 ,0.34625 ,-0.01460 ,0.00000 ,20.66461 ,0.09072 ,0.00000 ,0,0
827,2014,-0.21674 ,0.34614 ,0.34264 ,0.00000 ,21.60745 ,0.07641 ,0.00000 ,0,0
827,2019,-0.29419 ,0.34614 ,0.03619 ,,21.60745 ,0.07641 ,,0,0
2389,2014,-0.42082 ,0.34590 ,1.98892 ,0.00000 ,20.09230 ,0.00777 ,0.00000 ,0,0
2389,2019,-0.90235 ,0.34590 ,-0.20571 ,0.21299 ,20.09230 ,0.00777 ,-0.03367 ,0,1
1958,2015,0.29283 ,0.34588 ,0.00259 ,0.00000 ,24.07019 ,0.18694 ,0.14983 ,0,0
8293,2018,-0.00189 ,0.34576 ,,,21.22029 ,0.24675 ,,0,1
124,2017,0.01369 ,0.34571 ,-0.00271 ,0.06247 ,23.09239 ,0.13314 ,,0,0
613,2010,0.01886 ,0.34569 ,-0.00544 ,0.00210 ,22.70131 ,0.05521 ,0.02580 ,0,0
228,2010,-0.00070 ,0.34567 ,0.00440 ,0.00000 ,25.00984 ,0.04698 ,-0.00004 ,0,0
70,2011,0.12322 ,0.34557 ,-0.18122 ,0.00000 ,21.78118 ,0.00808 ,0.00711 ,0,1
1463,2019,0.03381 ,0.34557 ,-0.00536 ,0.00227 ,20.14760 ,0.00280 ,,0,0
315,2011,0.51060 ,0.34551 ,-0.08128 ,0.00000 ,21.29132 ,0.33431 ,0.00000 ,2,0
76,2010,-0.00054 ,0.34550 ,0.00037 ,0.00000 ,24.24052 ,0.12852 ,0.00000 ,0,0
1470,2016,-0.00671 ,0.34531 ,0.02683 ,0.00000 ,21.31720 ,0.30270 ,0.00000 ,0,0
1468,2017,-0.05688 ,0.34531 ,-0.00187 ,,21.31720 ,0.30270 ,,0,1
215,2014,0.05881 ,0.34529 ,-0.06294 ,0.00000 ,23.71201 ,0.01440 ,-0.00176 ,0,0
215,2019,0.02694 ,0.34529 ,-0.25523 ,0.00252 ,23.71201 ,0.01440 ,-0.00020 ,0,1
1682,2013,0.01059 ,0.34528 ,0.03380 ,0.00000 ,21.24098 ,0.31131 ,0.00000 ,0,1
2223,2013,0.08504 ,0.34518 ,0.13770 ,0.00000 ,19.38989 ,0.22553 ,0.00000 ,0,0
2223,2016,0.05536 ,0.34518 ,-0.10128 ,,19.38989 ,0.22553 ,,0,0
8128,2019,-1.28405 ,0.34516 ,0.05709 ,,19.57392 ,0.04853 ,-0.01029 ,0,1
329,2018,-0.00372 ,0.34515 ,0.00596 ,,23.51052 ,0.09067 ,-0.00001 ,0,0
8373,2019,0.00001 ,0.34510 ,0.00000 ,,23.66600 ,0.16692 ,,0,0
621,2014,-3.85949 ,0.34497 ,0.00000 ,0.09937 ,19.39604 ,0.12873 ,0.00596 ,0,0
8485,2019,0.01033 ,0.34487 ,-0.00509 ,,21.73168 ,0.01062 ,,0,0
8419,2019,0.01865 ,0.34480 ,0.01758 ,,21.29421 ,0.15631 ,,0,0
8417,2019,-0.00016 ,0.34480 ,0.00071 ,,21.29421 ,0.15631 ,,0,0
519,2016,0.03102 ,0.34476 ,0.00263 ,0.00825 ,23.20241 ,0.14128 ,0.03150 ,0,0
6889,2017,29.71162 ,0.34475 ,0.38480 ,0.00200 ,20.02804 ,0.14411 ,,53,0
6890,2019,0.04704 ,0.34475 ,0.04900 ,,20.02804 ,0.14411 ,,0,0
115,2017,0.00806 ,0.34462 ,0.00352 ,,24.36793 ,0.09866 ,,0,0
1480,2018,0.04546 ,0.34441 ,-0.00585 ,,21.30774 ,0.06032 ,,0,0
483,2017,0.09764 ,0.34440 ,-0.03820 ,,20.44751 ,0.01604 ,0.01069 ,0,0
729,2014,-0.01974 ,0.34440 ,0.02305 ,0.00000 ,24.58305 ,0.33313 ,0.00000 ,0,0
729,2019,-0.05781 ,0.34440 ,0.00047 ,,24.58305 ,0.33313 ,-0.00436 ,0,1
1315,2019,-0.22363 ,0.34439 ,-0.04403 ,0.01004 ,20.27066 ,0.11093 ,,0,0
2358,2012,-0.05811 ,0.34424 ,0.01183 ,0.00000 ,19.59416 ,0.53972 ,0.00000 ,0,1
775,2019,1.96475 ,0.34385 ,-1.73683 ,,18.52205 ,0.21069 ,0.00915 ,3,0
3300,2010,0.03294 ,0.34377 ,0.01434 ,0.00000 ,23.63787 ,0.00293 ,0.00448 ,0,0
635,2014,2.78754 ,0.34376 ,-0.02716 ,0.03805 ,19.86611 ,0.06274 ,1.02423 ,1,1
413,2012,0.01051 ,0.34354 ,0.00948 ,0.00026 ,24.23179 ,0.03973 ,0.00808 ,0,1
8305,2018,0.32842 ,0.34336 ,0.81356 ,0.13059 ,17.81478 ,0.04819 ,,0,0
1397,2015,0.01162 ,0.34332 ,-0.01031 ,0.00000 ,21.62832 ,0.25999 ,0.00000 ,0,0
3302,2018,0.00065 ,0.34330 ,0.00073 ,0.00008 ,23.58486 ,0.00190 ,,0,0
8117,2016,-0.03680 ,0.34330 ,-0.00481 ,,21.17893 ,0.08098 ,-0.00059 ,0,1
2002,2019,0.83280 ,0.34325 ,-0.86261 ,0.70769 ,20.18826 ,0.12888 ,-0.03945 ,3,0
1338,2014,-0.02085 ,0.34322 ,0.00875 ,0.00000 ,22.43544 ,0.37004 ,0.00000 ,0,0
280,2012,0.00077 ,0.34318 ,0.00269 ,0.00000 ,24.57821 ,0.02251 ,0.00000 ,0,0
451,2016,0.01703 ,0.34309 ,0.71091 ,0.00466 ,23.47633 ,0.10700 ,0.00433 ,0,0
1931,2019,1.63998 ,0.34277 ,1.09432 ,0.00353 ,19.01435 ,0.07339 ,1.16610 ,2,1
1932,2019,-0.14968 ,0.34277 ,-0.03470 ,,19.01435 ,0.07339 ,,0,0
377,2018,-0.11944 ,0.34276 ,0.16084 ,,22.77027 ,0.01142 ,0.00044 ,0,1
377,2013,-0.00038 ,0.34276 ,0.00061 ,0.00068 ,22.77027 ,0.01142 ,0.00000 ,0,0
859,2019,-0.00635 ,0.34276 ,0.02081 ,0.00224 ,23.42161 ,0.00159 ,-0.00012 ,0,0
532,2011,0.00481 ,0.34248 ,0.00306 ,0.00000 ,23.90978 ,0.02139 ,-0.00001 ,0,0
532,2014,0.00427 ,0.34248 ,-0.01121 ,0.00015 ,23.90978 ,0.02139 ,-0.00003 ,0,0
1962,2017,0.00398 ,0.34240 ,0.00575 ,,24.04711 ,0.16991 ,,0,0
1958,2018,0.76259 ,0.34240 ,-0.49340 ,0.02243 ,24.04711 ,0.16991 ,0.03255 ,1,0
8246,2016,0.90964 ,0.34235 ,,,18.90126 ,0.09965 ,,0,0
1000,2015,-0.03714 ,0.34235 ,0.04125 ,0.01737 ,21.16436 ,0.17451 ,-0.00487 ,0,1
1000,2012,0.04519 ,0.34235 ,-0.10432 ,0.10470 ,21.16436 ,0.17451 ,0.02315 ,0,0
535,2016,0.10924 ,0.34225 ,0.12068 ,0.03705 ,24.28102 ,0.00208 ,0.00526 ,0,0
1003,2015,-0.01617 ,0.34173 ,0.12810 ,0.00000 ,22.37267 ,0.26109 ,0.00132 ,0,1
608,2017,0.01965 ,0.34169 ,0.02528 ,,22.22924 ,0.00787 ,-0.00012 ,0,0
608,2019,0.01021 ,0.34169 ,-0.01886 ,0.00151 ,22.22924 ,0.00785 ,-0.00058 ,0,0
894,2011,0.02271 ,0.34168 ,0.07036 ,0.00381 ,22.42603 ,0.16006 ,0.00444 ,0,0
894,2016,-0.00081 ,0.34168 ,-0.01019 ,0.00170 ,22.42603 ,0.16006 ,0.00113 ,0,0
184,2014,0.02073 ,0.34145 ,0.06189 ,0.00000 ,23.88484 ,0.21723 ,0.00029 ,0,0
184,2019,0.00191 ,0.34145 ,0.00049 ,,23.88484 ,0.21723 ,0.00024 ,0,0
1796,2019,0.02458 ,0.34144 ,0.05302 ,,21.35282 ,0.27880 ,,0,0
3626,2017,0.01217 ,0.34141 ,,,20.81902 ,0.13508 ,,0,0
2223,2012,0.17054 ,0.34141 ,0.34666 ,0.00000 ,19.39829 ,0.47948 ,0.00000 ,0,0
10,2013,0.06009 ,0.34101 ,0.00621 ,0.00000 ,25.85052 ,0.09425 ,0.01828 ,0,0
8286,2013,-0.00002 ,0.34095 ,0.00006 ,0.00000 ,25.36321 ,0.10107 ,0.00000 ,0,0
105,2011,0.25953 ,0.34083 ,0.02200 ,0.00000 ,22.09927 ,0.10046 ,0.19193 ,0,0
1096,2016,-0.00705 ,0.34071 ,0.00660 ,0.00138 ,24.54085 ,0.16375 ,,0,1
2355,2012,0.11011 ,0.34069 ,-0.04852 ,0.01491 ,23.09728 ,0.14865 ,-0.00188 ,0,0
8082,2018,-0.01773 ,0.34068 ,0.04463 ,,20.01731 ,0.30652 ,,0,0
419,2016,-0.06946 ,0.34064 ,0.27306 ,0.00606 ,21.41492 ,0.00055 ,0.00081 ,0,0
419,2011,-0.00297 ,0.34064 ,0.12572 ,0.00000 ,21.41492 ,0.00055 ,0.00488 ,0,0
827,2018,-0.16179 ,0.34062 ,-0.03243 ,,21.48827 ,0.06096 ,,0,0
1269,2014,0.01386 ,0.34040 ,0.08320 ,0.00986 ,19.70475 ,0.04872 ,0.00000 ,0,1
2293,2019,0.00576 ,0.34028 ,-0.00122 ,,22.82429 ,0.00522 ,-0.00026 ,0,0
15,2017,0.00179 ,0.34018 ,0.01247 ,,25.37948 ,0.07501 ,-0.00017 ,0,0
976,2015,-2.05810 ,0.34011 ,6.83063 ,0.23126 ,20.13574 ,0.00234 ,-0.00098 ,-1,0
976,2011,0.36793 ,0.34011 ,2.91294 ,0.04627 ,20.13574 ,0.00234 ,0.00000 ,-2,0
2193,2018,0.00101 ,0.34004 ,0.00063 ,0.00214 ,22.92599 ,0.27016 ,,0,0
197,2012,-0.09784 ,0.33995 ,0.56427 ,0.00000 ,20.12941 ,0.25804 ,0.00000 ,0,1
197,2017,-0.75378 ,0.33995 ,0.32443 ,0.02421 ,20.12941 ,0.25804 ,-0.02245 ,0,0
1281,2011,0.00410 ,0.33987 ,-0.00095 ,0.00072 ,24.80259 ,0.16049 ,0.00001 ,0,0
15,2012,0.00242 ,0.33980 ,0.00232 ,0.00002 ,25.37948 ,0.07501 ,0.00043 ,0,0
180,2019,-0.00007 ,0.33974 ,0.00013 ,0.00023 ,25.89188 ,0.06986 ,0.00015 ,0,0
464,2012,0.09953 ,0.33962 ,-0.07065 ,0.00000 ,19.92093 ,0.10850 ,0.00000 ,0,1
8130,2014,-0.08160 ,0.33952 ,0.02986 ,0.00000 ,21.00253 ,0.23651 ,0.00000 ,0,0
8241,2019,-0.00619 ,0.33942 ,0.10362 ,,19.54272 ,0.08988 ,,0,0
8242,2014,-0.02492 ,0.33942 ,0.06069 ,0.00967 ,19.54272 ,0.08988 ,0.00000 ,0,0
1480,2014,0.03759 ,0.33941 ,0.06316 ,0.00000 ,21.02543 ,0.17496 ,0.00000 ,0,0
445,2018,0.15862 ,0.33940 ,0.48746 ,,20.93729 ,0.00043 ,-0.00308 ,0,0
1396,2013,1.08340 ,0.33917 ,0.56104 ,0.05685 ,21.48682 ,0.21022 ,0.00000 ,1,0
1396,2018,0.19415 ,0.33917 ,-0.42743 ,0.31452 ,21.48682 ,0.21022 ,-0.00969 ,0,0
215,2015,0.06533 ,0.33897 ,-0.03431 ,0.00000 ,23.70850 ,0.02050 ,-0.00172 ,0,0
215,2010,0.04866 ,0.33897 ,-0.06346 ,0.00000 ,23.70850 ,0.02050 ,-0.00106 ,0,0
1399,2010,0.02666 ,0.33892 ,0.02256 ,0.00000 ,21.66252 ,0.31287 ,0.00000 ,0,0
1397,2019,-0.00497 ,0.33892 ,-0.00646 ,0.00520 ,21.66252 ,0.31287 ,-0.00025 ,0,0
536,2015,0.03753 ,0.33881 ,-0.03864 ,0.04936 ,21.62607 ,0.22826 ,0.00267 ,0,1
2638,2014,7.28452 ,0.33877 ,55.42580 ,0.00000 ,20.14581 ,0.19258 ,0.00000 ,12,1
2638,2019,5.71681 ,0.33877 ,-4.31834 ,0.42934 ,20.14581 ,0.19258 ,,11,1
184,2011,0.01419 ,0.33865 ,-0.00185 ,0.00000 ,23.89626 ,0.22612 ,0.00071 ,0,0
184,2015,0.01768 ,0.33865 ,-0.01094 ,0.00000 ,23.89626 ,0.22612 ,0.00045 ,0,0
158,2016,0.25457 ,0.33858 ,-0.09592 ,0.00000 ,20.92621 ,0.05857 ,-0.00004 ,0,0
627,2019,1.39493 ,0.33857 ,1.72088 ,2.80091 ,19.10826 ,0.04183 ,-0.00372 ,2,0
105,2014,0.34516 ,0.33856 ,-0.09407 ,0.00000 ,22.16901 ,0.06292 ,0.22745 ,0,0
105,2019,0.05392 ,0.33856 ,-0.10040 ,,22.16901 ,0.06292 ,-0.06267 ,0,0
8139,2017,-0.03002 ,0.33850 ,-0.05979 ,,19.30863 ,0.29251 ,,0,0
8140,2018,0.00272 ,0.33850 ,-0.08360 ,,19.30863 ,0.29251 ,,0,0
558,2011,0.19113 ,0.33808 ,0.16789 ,0.00000 ,21.23686 ,0.29305 ,0.00000 ,0,0
557,2019,-0.11357 ,0.33808 ,-0.01004 ,,21.23686 ,0.29305 ,-0.00293 ,0,0
582,2015,-0.98701 ,0.33805 ,6.29970 ,1.89957 ,20.82192 ,0.03864 ,0.00000 ,-1,1
1622,2018,1.15057 ,0.33804 ,2.84616 ,0.41134 ,21.37757 ,0.04324 ,0.04027 ,-1,0
1622,2013,0.43109 ,0.33804 ,0.05334 ,0.00000 ,21.37757 ,0.04324 ,-0.00068 ,0,1
348,2017,-0.11439 ,0.33804 ,0.00865 ,0.12943 ,21.55896 ,0.03746 ,-0.00534 ,0,0
193,2014,-0.08634 ,0.33786 ,-0.00406 ,0.00000 ,20.76580 ,0.00664 ,0.00347 ,0,0
608,2013,0.13224 ,0.33769 ,0.31172 ,0.84010 ,21.30994 ,0.00935 ,0.00003 ,0,0
618,2016,0.16429 ,0.33758 ,6.09883 ,,20.28305 ,0.12764 ,-0.00788 ,-4,0
618,2013,0.05628 ,0.33758 ,1.86221 ,0.00000 ,20.28305 ,0.12764 ,0.19174 ,-1,1
114,2018,-0.02022 ,0.33748 ,0.00712 ,0.02421 ,21.06833 ,0.02227 ,0.00124 ,0,0
8462,2018,-0.00887 ,0.33744 ,,,19.45807 ,0.14676 ,,0,0
158,2014,0.02441 ,0.33740 ,-0.07707 ,0.00000 ,21.12352 ,0.15889 ,-0.00001 ,0,0
8128,2016,-0.03070 ,0.33721 ,-0.02147 ,,19.55283 ,0.04709 ,0.00197 ,0,1
729,2018,-0.06676 ,0.33685 ,0.00784 ,,24.58160 ,0.33465 ,-0.00352 ,0,1
3326,2015,0.11715 ,0.33683 ,-0.16403 ,0.00000 ,20.14939 ,0.15188 ,0.00000 ,0,0
10,2019,0.05654 ,0.33682 ,-0.01210 ,,26.48523 ,0.10230 ,0.00058 ,0,0
582,2016,-1.09303 ,0.33642 ,5.71666 ,0.35502 ,20.90784 ,0.09603 ,,-2,1
582,2011,0.05732 ,0.33642 ,0.00933 ,0.00000 ,20.90784 ,0.09603 ,0.02213 ,0,1
