Date,688387.SSReturn,601618.SSReturn,688981.SSReturn
2023-02-28,0.009009009009008917,0.00887573964497057,0.009368219808594258
2023-03-01,0.026785714285714413,0.02052785923753664,0.008329343169918957
2023-03-02,0.1460869565217391,0.028735632183908066,0.0021241444919553043
2023-03-03,-0.02124430955993928,0.030726256983240274,0.020254381070522243
2023-03-06,0.021705426356589008,-0.013550135501354976,0.001846768236380525
2023-03-07,-0.022761760242792084,0.0219780219780219,-0.01543783338996163
2023-03-08,0.07763975155279512,-0.008064516129032362,0.0025743037678447322
2023-03-09,-0.01729106628242072,0.01084010840108407,0.010037348272642355
2023-03-10,-0.007331378299120339,-0.029490616621983934,-0.006239889068638815
2023-03-13,0.017725258493352936,0.027624309392265234,0.01395344186046521
2023-03-14,-0.02467343976777936,0.018817204301075252,0.10114679363058698
2023-03-15,-0.01636904761904756,0.02638522427440626,0.018121287986722967
2023-03-16,-0.015128593040847238,-0.007712082262210873,0.008797053829847412
2023-03-17,0.009216589861751334,0.0544041450777204,0.06611232881540596
2023-03-20,-0.027397260273972712,-0.02457002457002455,-0.014456895567814376
2023-03-21,0.003129890453834161,-0.017632241813602123,0.005790387844230915
2023-03-22,0.006240249609984483,-0.007692307692307665,0.003646094729493621
2023-03-23,0.03410852713178292,0.012919896640826822,0.00038242830559132024
2023-03-24,0.022488755622188883,-0.030612244897959218,-0.02905200688073395
2023-03-27,-0.0029325513196482023,-0.015789473684210464,-0.025590531999813648
2023-03-28,-0.03676470588235292,0.002673796791443861,-0.008080848484848469
2023-03-29,0.022900763358778775,-0.013333333333333308,0.0052953769977750476
2023-03-30,-0.025373134328358193,0.029729729729729648,-0.005672589026082031
2023-03-31,0.007656967840734996,0.023622047244094446,0.02098612383919618
2023-04-03,0.027355623100303816,0.007692307692307665,0.089203769922096
2023-04-04,0.0724852071005917,0.05343511450381677,0.03810915946833404
2023-04-06,-0.011034482758620734,-0.01207729468599028,0.04253441581362516
2023-04-07,-0.004184100418410108,-0.014669926650366705,0.014051159641103705
2023-04-10,-0.03361344537815114,0.017369727047146233,0.0016694156370813396
2023-04-11,-0.004347826086956608,0.007317073170731714,-0.02616666666666667
2023-04-12,0.026200873362445476,0.009685230024213176,0.014889594386445326
2023-04-13,-0.03546099290780147,-0.004796163069544224,-0.02192241183680288
2023-04-14,0.0,0.03855421686746974,0.0734482413793105
2023-04-17,-0.01764705882352946,0.009280742459396807,0.011885673366067273
2023-04-18,0.020958083832335328,0.0045977011494253706,-0.03333330158730152
2023-04-19,0.017595307917888547,-0.01830663615560646,0.02151062326730302
2023-04-20,0.2002881844380402,0.023310023310023187,0.06863854796075453
2023-04-21,0.061224489795918435,-0.02505694760820032,-0.05535505165365284
2023-04-24,-0.020361990950226172,0.004672897196261516,0.00398089178313521
2023-04-25,-0.04618937644341803,0.0046511627906977715,-0.02664551985163388
2023-04-26,-0.05569007263922521,-0.02546296296296302,-0.05230567137535724
2023-04-27,-0.015384615384615441,0.01187648456057011,0.0022352303988995015
2023-04-28,0.02994791666666674,0.05164319248826299,0.056441944476892436
2023-05-04,-0.04551201011378003,0.024553571428571397,-0.04579415245878038
2023-05-05,-0.009271523178807861,-0.010893246187363759,0.0006807522355598561
2023-05-08,0.06951871657753994,0.011013215859030812,0.010714302903304551
2023-05-09,-0.04625000000000001,-0.04139433551198246,-0.1118963654719839
2023-05-10,0.007863695937090576,-0.015909090909090984,-0.00625233054665264
2023-05-11,-0.03901170351105343,-0.009237875288683584,0.009723507917569041
2023-05-12,-0.020297699594045926,-0.027972027972028024,0.013783988175679385
2023-05-15,0.02071823204419876,-0.0023980815347721673,0.021978022387372453
2023-05-16,-0.02976995940460081,-0.014423076923077094,-0.011299417009284052
2023-05-17,0.013947001394700065,-0.007317073170731603,-0.0009216405529953731
2023-05-18,0.044016506189821225,0.004914004914004844,0.016605110394739553
2023-05-19,-0.022397891963109373,-0.012224938875305624,-0.0018148458009018542
2023-05-22,-0.030997304582210172,-0.004950495049505066,-0.008181836363636341
2023-05-23,-0.013908205841446475,-0.01741293532338295,-0.030247424935791467
2023-05-24,0.007052186177715081,-0.020253164556962022,-0.056521774800689095
2023-05-25,-0.007002801120448154,-0.0051679586563307955,0.009016249248647634
2023-05-26,0.026798307475317307,0.0,0.028594082037448842
2023-05-29,0.027472527472527597,0.023376623376623273,0.015443996437142893
2023-05-30,0.016042780748662944,0.017766497461928932,0.0055133272058300875
2023-05-31,0.0,0.004987531172069959,0.028549877643219368
2023-06-01,-0.002631578947368318,0.007444168734491052,0.00036757351589811194
2023-06-02,0.006596306068601621,-0.007389162561576179,-0.012862863390770363
2023-06-05,0.04980340760157276,-0.01488833746898266,0.02457185360067271
2023-06-06,-0.031210986267166008,-0.0025188916876575096,-0.019077016368513555
2023-06-07,-0.009020618556700999,0.0,0.012594850431752125
2023-06-08,-0.011703511053316129,0.022727272727272707,-0.020303585890015907
2023-06-09,0.011842105263158098,0.009876543209876631,-0.0005601568229993692
2023-06-12,-0.022106631989596948,-0.012224938875305624,-0.012329535070605857
2023-06-13,0.0013297872340425343,-0.014851485148514865,0.047853282539309205
2023-06-14,0.03718459495351922,-0.007537688442211032,0.01083028841767919
2023-06-15,0.001280409731114096,0.0025316455696202667,-0.021785732142857173
2023-06-16,0.008951406649616356,0.03535353535353525,0.0142388100445201
2023-06-19,0.025348542458808687,-0.024390243902438935,-0.008999279895621326
2023-06-20,0.0024721878862792313,-0.022499999999999964,-0.05067201142985811
2023-06-21,-0.025893958076448675,-0.007672634271099765,-0.028123225559594456
2023-06-26,-0.013924050632911467,-0.028350515463917536,0.0033464961288680595
2023-06-27,0.08729139922978191,0.0557029177718833,0.00824010185913071
2023-06-28,-0.018890200708382543,-0.002512562814070307,0.0064215218217849035
2023-06-29,0.016847172081829065,-0.0025188916876575096,-0.013921132754811882
2023-06-30,-0.011834319526627168,0.002525252525252597,-0.009411764705882342
2023-07-03,-0.03952095808383238,0.0176322418136019,0.009501187648456089
2023-07-04,0.023690773067331916,-0.004950495049505066,0.008039215686274526
2023-07-05,0.042630937880633324,0.007462686567164312,-0.008364131491927607
2023-07-06,-0.008177570093457986,-0.007407407407407418,-0.01922322479403682
2023-07-07,-0.034157832744405314,0.007462686567164312,-0.012399979999999977
2023-07-10,0.054878048780487854,0.0024691358024691024,0.006885378556391819
2023-07-11,0.0046242774566473965,0.0024630541871923928,0.011665285364736766
2023-07-12,-0.032220943613348596,-0.017199017199017286,-0.03817093515250369
2023-07-13,0.019024970273483932,0.01750000000000007,0.016949152192039074
2023-07-14,-0.001166861143523934,0.004914004914004844,0.005284512087713189
2023-07-17,-0.016355140186915973,-0.007334963325183463,-0.013950647269523775
2023-07-18,-0.0558194774346793,-0.007389162561576179,0.01906912036087749
2023-07-19,0.0062893081761006275,0.002481389578163684,-0.011066378046954206
2023-07-20,-0.053749999999999964,-0.012376237623762387,0.0028484027325166306
2023-07-21,-0.026420079260237816,0.0,-0.005883566527012163
2023-07-24,-0.0027137042062416183,0.005012531328320691,0.0
2023-07-25,0.017687074829932037,0.0,0.01571428571428579
2023-07-26,-0.02540106951871668,-0.007481296758104716,0.007635161744022456
2023-07-27,0.00137174211248281,0.0,-0.01515459560699517
2023-07-28,0.012328767123287676,0.022613065326633208,0.017614881911619307
2023-07-31,0.0027063599458727605,0.029484029484029506,0.02188625236316155
2023-08-01,-0.012145748987854255,0.0023866348448686736,-0.01246105894740912
2023-08-02,-0.005464480874316946,-0.011904761904761862,0.002168789389416448
2023-08-03,0.013736263736263687,-0.002409638554217053,0.0015738342878679479
2023-08-04,0.023035230352303593,0.0024154589371983004,0.00373203692791213
2023-08-07,-0.01059602649006619,-0.014457831325301318,-0.036007829197957975
2023-08-08,-0.016064257028112428,-0.007334963325183463,0.004263154862490959
2023-08-09,-0.0054421768707483276,-0.004926108374384119,-0.01677788524807189
2023-08-10,0.0,-0.004950495049505066,-0.0034950247429075265
2023-08-11,-0.03146374829001364,-0.03482587064676612,-0.031978604663119414
2023-08-14,-0.0014124293785310327,0.002577319587628857,0.008951449656924515
2023-08-15,-0.02545968882602556,0.010282776349614497,0.0038022813688212143
2023-08-16,-0.014513788098693747,-0.01526717557251911,0.0006312920875419792
2023-08-17,0.02945508100147287,0.0051679586563306845,0.012618359886821473
2023-08-18,-0.03290414878397718,-0.015424164524421635,-0.0029076634306266502
2023-08-21,0.0,-0.005221932114882533,-0.006873526635014726
2023-08-22,0.031065088757396442,0.013123359580052396,0.023909395973154446
2023-08-23,-0.022955523672883782,-0.015544041450777257,-0.01904959033183118
2023-08-24,0.011747430249632984,-0.042105263157894646,0.015243266135795741
2023-08-25,-0.05805515239477499,0.0,-0.006581653775846408
2023-08-28,0.0046224961479197635,0.027472527472527597,0.0051759835440161606
2023-08-29,0.04907975460122693,-0.005347593582887722,0.0504634613895667
2023-08-30,0.08333333333333348,-0.016129032258064502,0.038039196078431425
2023-08-31,-0.0026990553306343035,-0.005464480874316946,0.02455615837846903
2023-09-01,-0.008119079837618393,0.016483516483516425,-0.010324520268269799
2023-09-04,-0.0027285129604366354,0.021621621621621623,0.05998513412816697
2023-09-05,-0.005471956224350261,-0.021164021164021052,-0.02231987619262299
2023-09-06,0.017881705639614998,-0.005405405405405461,0.021571112321209673
2023-09-07,-0.002702702702702786,-0.00815217391304357,-0.08287881108995909
2023-09-08,0.05962059620596216,-0.005479452054794498,0.0072908865558496405
2023-09-11,-0.01662404092071612,0.01377410468319562,-0.00838093333333334
2023-09-12,-0.0273081924577373,0.0,-0.010372665955192706
2023-09-13,-0.014705882352941235,-0.005434782608695676,-0.0147515916149068
2023-09-14,0.020352781546811416,0.010928961748633892,0.0001970449250214834
2023-09-15,-0.031914893617021156,-0.008108108108108136,0.01831792397084886
2023-09-18,-0.02335164835164838,-0.0027247956403269047,-0.040038683945093134
2023-09-19,-0.005625879043600568,0.005464480874316946,-0.005641809275804821
2023-09-20,-0.014144271570014189,0.0,-0.00020259372654884977
2023-09-21,0.008608321377331585,-0.013586956521739246,0.0032428050263477726
2023-09-22,0.01564722617354186,0.016528925619834656,0.03434345454545462
2023-09-25,-0.0028011204481792618,-0.013550135501354976,0.002539081981658642
2023-09-26,-0.002808988764045006,-0.01098901098901095,-0.024741884872710562
2023-09-27,-0.025352112676056304,0.01388888888888884,0.011985597043835394
2023-09-28,0.033236994219653315,0.005479452054794498,0.009672364784840237
2023-10-09,0.0,-0.008174386920980825,-0.008406666337960167
2023-10-10,-0.002797202797202858,-0.07417582417582413,0.002168789389416448
2023-10-11,0.02524544179523147,0.020771513353115667,0.06629940718869154
2023-10-12,0.002735978112175186,0.011627906976744207,-0.009409630822700521
2023-10-13,0.032742155525238736,-0.014367816091953922,0.01620417240089722
2023-10-16,-0.009247027741083214,0.005830903790087438,-0.026759585286664445
2023-10-17,0.01866666666666661,0.0028985507246375164,0.02448218547955494
2023-10-18,-0.027486910994764413,-0.014450867052023031,0.003124963120405777
2023-10-19,0.0026917900403768957,-0.014662756598240567,0.026754608759391507
2023-10-20,-0.03892617449664426,-0.0029761904761904656,0.019096894861625913
2023-10-23,0.030726256983240274,-0.020895522388059806,-0.0054290194546067205
