Date,688387.SSReturn,601618.SSReturn,688981.SSReturn
2023-01-03,,,
2023-01-04,-0.001956947162426781,0.0031152647975078995,0.009147736900632308
2023-01-05,0.0019607843137257053,0.0031055900621117516,-0.0011927242935459992
2023-01-06,-0.001956947162426781,-0.006191950464396245,-0.0045378314912307705
2023-01-09,0.0,0.012461059190031154,-0.0035988723608445516
2023-01-10,-0.0039215686274508554,-0.01846153846153853,0.0007224175468918403
2023-01-11,-0.003937007874015852,0.0,-0.009143430963825083
2023-01-12,-0.0019762845849802257,0.0,-0.008742107819329714
2023-01-13,0.001980198019801982,0.0031347962382446415,0.011758917197452146
2023-01-16,0.00988142292490135,0.009374999999999911,0.01501208268794385
2023-01-17,-0.00391389432485334,0.006191950464396356,0.0042938933346323704
2023-01-18,0.005893909626719207,0.009230769230769154,-0.002375249519014244
2023-01-19,0.001953125,0.0030487804878049918,0.011904761904761862
2023-01-20,0.00974658869395717,0.027355623100303816,0.0021176470588235574
2023-01-30,0.0,-0.01183431952662728,-0.005165555294670221
2023-01-31,0.0019305019305020377,0.008982035928143839,-0.012036771584535644
2023-02-01,0.007707129094412402,0.020771513353115667,0.03822259822688512
2023-02-02,0.011472275334607929,0.0,-0.0009204095931986123
2023-02-03,-0.001890359168241873,-0.02034883720930225,-0.0020726854939053796
2023-02-06,-0.005681818181818232,0.0,-0.007616016265127312
2023-02-07,0.003809523809523707,0.011869436201780381,0.0041860465116279055
2023-02-08,-0.005692599620493288,-0.014662756598240567,-0.012968990273274694
2023-02-09,0.013358778625954137,0.0,0.022993876654009204
2023-02-10,0.015065913370998052,0.0,-0.012155917988803555
2023-02-13,0.005565862708719838,0.005952380952380931,-0.002089621546319975
2023-02-14,-0.0073800738007380184,0.00591715976331364,0.0011633085155886569
2023-02-15,0.0074349442379182396,-0.0117647058823529,-0.0039506856600205476
2023-02-16,-0.016605166051660514,-0.008928571428571397,-0.020531987388427764
2023-02-17,-0.015009380863039379,-0.0030030030030030463,-0.00404952358265831
2023-02-20,0.011428571428571344,0.03313253012048212,0.010762903354152087
2023-02-21,0.06403013182674222,0.014577259475218707,0.002129673550860023
2023-02-22,0.038938053097345104,-0.005747126436781658,-0.0011806139872780896
2023-02-23,-0.022146507666098825,-0.0028901734104045396,-0.003309669108975677
2023-02-24,-0.015679442508710784,-0.008695652173913104,-0.0045066176470586194
2023-02-27,-0.017699115044247926,-0.011695906432748537,-0.008101024348319719
