Date,688387.SSReturn,601618.SSReturn,688981.SSReturn,002855.SZReturn,300114.SZReturn,300308.SZReturn
2023-01-03,,,,,,
2023-01-04,-0.001956947162426781,0.0031152647975078995,0.009147736900632308,0.007334963325183352,0.005681818181818121,0.013427597647618361
2023-01-05,0.0019607843137257053,0.0031055900621117516,-0.0011927242935459992,0.02305825242718451,0.007532956685499137,-0.00034867503486746276
2023-01-06,-0.001956947162426781,-0.006191950464396245,-0.0045378314912307705,-0.003558718861209842,-0.004672897196261627,-0.008719916288803642
2023-01-09,0.0,0.012461059190031154,-0.0035988723608445516,0.004761904761904745,-0.010328638497652642,-0.007740992258972623
2023-01-10,-0.0039215686274508554,-0.01846153846153853,0.0007224175468918403,0.011848341232227444,-0.000948766603415585,0.0017730141215244188
2023-01-11,-0.003937007874015852,0.0,-0.009143430963825083,-0.004683840749414414,0.0047483380816715215,-0.010265522123893867
2023-01-12,-0.0019762845849802257,0.0,-0.008742107819329714,0.020000000000000018,0.0,0.005364878589587896
2023-01-13,0.001980198019801982,0.0031347962382446415,0.011758917197452146,-0.0034602076124566894,0.0,-0.010316648512392446
2023-01-16,0.00988142292490135,0.009374999999999911,0.01501208268794385,0.01736111111111094,0.0,0.014018655643422084
2023-01-17,-0.00391389432485334,0.006191950464396356,0.0042938933346323704,0.015927189988623525,0.0,0.0038993620666203377
2023-01-18,0.005893909626719207,0.009230769230769154,-0.002375249519014244,0.008958566629339249,0.0,0.013418114406779758
2023-01-19,0.001953125,0.0030487804878049918,0.011904761904761862,0.009988901220865598,0.0,0.0055749126977382435
2023-01-20,0.00974658869395717,0.027355623100303816,0.0021176470588235574,-0.012087912087912045,0.0,0.004504469698389801
2023-01-30,0.0,-0.01183431952662728,-0.005165555294670221,0.015572858731924377,0.0,-0.0027595722662986377
2023-01-31,0.0019305019305020377,0.008982035928143839,-0.012036771584535644,0.013143483023001057,0.0,0.0065721203735731315
2023-02-01,0.007707129094412402,0.020771513353115667,0.03822259822688512,0.01297297297297284,0.0,0.025085910652920873
2023-02-02,0.011472275334607929,0.0,-0.0009204095931986123,0.0010672358591250486,0.2003780718336483,0.017432115320147545
2023-02-03,-0.001890359168241873,-0.02034883720930225,-0.0020726854939053796,0.10021321961620466,0.20000000000000018,0.039868171334431546
2023-02-06,-0.005681818181818232,0.0,-0.007616016265127312,0.09980620155038755,0.2001312992125983,0.01520918932855464
2023-02-07,0.003809523809523707,0.011869436201780381,0.0041860465116279055,0.10044052863436126,0.20010933843032586,0.055867694885527674
2023-02-08,-0.005692599620493288,-0.014662756598240567,-0.012968990273274694,0.10008006405124092,0.19999994533029852,-0.02157859760102887
2023-02-09,0.013358778625954137,0.0,0.022993876654009204,-0.06259097525473067,0.20007596810933936,0.06283994337401477
2023-02-10,0.015065913370998052,0.0,-0.012155917988803555,-0.10015527950310565,0.19993669092259747,-0.0065377771461057055
2023-02-13,0.005565862708719838,0.005952380952380931,-0.002089621546319975,-0.050043140638481476,0.20010545742156616,0.02947064293360091
2023-02-14,-0.0073800738007380184,0.00591715976331364,0.0011633085155886569,0.010899182561308063,0.13796131370826004,-0.023068315730961575
2023-02-15,0.0074349442379182396,-0.0117647058823529,-0.0039506856600205476,-0.004492362982929099,0.0459459661379531,0.017923099975925894
2023-02-16,-0.016605166051660514,-0.008928571428571397,-0.020531987388427764,-0.04332129963898923,-0.022886692506459916,-0.020681889901673856
2023-02-17,-0.015009380863039379,-0.0030030030030030463,-0.00404952358265831,-0.011320754716981019,-0.0007555156923972906,-0.048230677847297954
2023-02-20,0.011428571428571344,0.03313253012048212,0.010762903354152087,0.005725190839694472,-0.02646506516200131,0.025487347855313258
2023-02-21,0.06403013182674222,0.014577259475218707,0.002129673550860023,-0.006641366223908762,0.06737866019417482,-0.01403508730891545
2023-02-22,0.038938053097345104,-0.005747126436781658,-0.0011806139872780896,-0.00764087870105068,-0.010369273960901038,-0.0005931197926122289
2023-02-23,-0.022146507666098825,-0.0028901734104045396,-0.003309669108975677,-0.007699711260827691,-0.06507354540170796,-0.005934747598375423
2023-02-24,-0.015679442508710784,-0.008695652173913104,-0.0045066176470586194,-0.005819592628516057,0.014942941113980757,0.040895492537313505
2023-02-27,-0.017699115044247926,-0.011695906432748537,-0.008101024348319719,-0.01073170731707307,-0.029252189640685655,-0.008316518735776213
2023-02-28,0.009009009009008917,0.00887573964497057,0.009368219808594258,0.010848126232741562,0.045300338349624214,0.026604914597749385
2023-03-01,0.026785714285714413,0.02052785923753664,0.008329343169918957,0.01073170731707318,0.0,0.011549295774647694
2023-03-02,0.1460869565217391,0.028735632183908066,0.0021241444919553043,0.009652509652509744,0.03703701723869757,0.019771623503202607
2023-03-03,-0.02124430955993928,0.030726256983240274,0.020254381070522243,-0.012428298279158811,-0.02172314064801173,-0.032495877457560884
2023-03-06,0.021705426356589008,-0.013550135501354976,0.001846768236380525,0.00871248789932233,0.13869023595578156,0.003951453570420593
2023-03-07,-0.022761760242792084,0.0219780219780219,-0.01543783338996163,-0.0249520153550864,-0.013386168018052147,-0.03261175147596296
2023-03-08,0.07763975155279512,-0.008064516129032362,0.0025743037678447322,0.01870078740157477,0.06365157347317307,0.006393519325777586
2023-03-09,-0.01729106628242072,0.01084010840108407,0.010037348272642355,0.0,-0.017952740157480385,-0.005775368011106896
2023-03-10,-0.007331378299120339,-0.029490616621983934,-0.006239889068638815,-0.01449275362318847,-0.1468890290749033,-0.0031948881789136685
2023-03-13,0.017725258493352936,0.027624309392265234,0.01395344186046521,0.0,-0.004135357065124912,0.012820454545454663
2023-03-14,-0.02467343976777936,0.018817204301075252,0.10114679363058698,-0.009803921568627416,-0.033597565118912764,-0.03481009981646155
2023-03-15,-0.01636904761904756,0.02638522427440626,0.018121287986722967,0.001980198019801982,0.008593710769654095,-0.020566259927459418
2023-03-16,-0.015128593040847238,-0.007712082262210873,0.008797053829847412,-0.01679841897233203,-0.06216109725331331,-0.006999391144266731
2023-03-17,0.009216589861751334,0.0544041450777204,0.06611232881540596,-0.0020100502512562235,-0.004336134627297095,0.060680353641423324
2023-03-20,-0.027397260273972712,-0.02457002457002455,-0.014456895567814376,0.00805639476334341,0.014102052797551723,0.034960964028865726
2023-03-21,0.003129890453834161,-0.017632241813602123,0.005790387844230915,0.016983016983016963,0.03026582698299274,0.028196594081518755
2023-03-22,0.006240249609984483,-0.007692307692307665,0.003646094729493621,0.014734774066797574,-0.03334656543575698,0.20010856909538055
2023-03-23,0.03410852713178292,0.012919896640826822,0.00038242830559132024,0.011616650532429773,0.05975359220218479,0.13122169386376248
2023-03-24,0.022488755622188883,-0.030612244897959218,-0.02905200688073395,0.005741626794258492,0.049215286781335355,0.04459999999999997
2023-03-27,-0.0029325513196482023,-0.015789473684210464,-0.025590531999813648,-0.008563273073263544,0.025669417334462707,0.0729466015699789
