Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,41.080002,41.560001,40.990002,41.540001,41.540001,8854457
2023-01-04,41.599998,41.930000,41.549999,41.919998,41.919998,11913486
2023-01-05,41.799999,41.910000,41.599998,41.869999,41.869999,9509462
2023-01-06,41.869999,42.200001,41.619999,41.680000,41.680000,12997488
2023-01-09,41.799999,42.049999,41.430000,41.529999,41.529999,11049908
2023-01-10,41.599998,41.779999,41.490002,41.560001,41.560001,7974800
2023-01-11,41.480000,41.779999,41.169998,41.180000,41.180000,8520867
2023-01-12,41.180000,41.330002,40.799999,40.820000,40.820000,8934767
2023-01-13,40.930000,41.299999,40.900002,41.299999,41.299999,7885574
2023-01-16,41.209999,42.299999,41.099998,41.919998,41.919998,17181615
2023-01-17,42.130001,42.450001,41.910000,42.099998,42.099998,13855925
2023-01-18,42.150002,42.240002,41.939999,42.000000,42.000000,8087896
2023-01-19,41.880001,42.529999,41.849998,42.500000,42.500000,13013950
2023-01-20,42.480000,42.810001,42.410000,42.590000,42.590000,12193675
2023-01-30,42.700001,43.080002,42.369999,42.369999,42.369999,20134875
2023-01-31,42.299999,42.599998,41.669998,41.860001,41.860001,15429794
2023-02-01,41.990002,43.549999,41.959999,43.459999,43.459999,31300298
2023-02-02,43.610001,43.950001,43.160000,43.419998,43.419998,25836115
2023-02-03,43.200001,43.619999,42.810001,43.330002,43.330002,15667454
2023-02-06,43.090000,43.259998,42.750000,43.000000,43.000000,11690473
2023-02-07,42.910000,43.180000,42.910000,43.180000,43.180000,11785296
2023-02-08,43.200001,43.400002,42.619999,42.619999,42.619999,11217876
2023-02-09,42.500000,43.599998,42.450001,43.599998,43.599998,21329264
2023-02-10,43.090000,43.639999,42.860001,43.070000,43.070000,19643736
2023-02-13,43.080002,43.430000,42.799999,42.980000,42.980000,17006742
2023-02-14,43.009998,43.470001,42.830002,43.029999,43.029999,12155366
2023-02-15,43.029999,43.099998,42.730000,42.860001,42.860001,11255193
2023-02-16,42.880001,43.189999,41.799999,41.980000,41.980000,20639265
2023-02-17,42.000000,42.450001,41.779999,41.810001,41.810001,15648883
2023-02-20,41.980000,42.259998,41.610001,42.259998,42.259998,10839686
2023-02-21,42.270000,42.570000,42.200001,42.349998,42.349998,9709061
2023-02-22,42.389999,42.529999,42.200001,42.299999,42.299999,7365217
2023-02-23,42.279999,42.450001,42.060001,42.160000,42.160000,7184573
2023-02-24,42.150002,42.320000,41.939999,41.970001,41.970001,8107140
2023-02-27,41.939999,42.060001,41.570000,41.630001,41.630001,9078708
2023-02-28,41.779999,42.200001,41.529999,42.020000,42.020000,13282253
2023-03-01,41.990002,42.459999,41.919998,42.369999,42.369999,13702373
2023-03-02,42.410000,42.650002,42.250000,42.459999,42.459999,11467111
2023-03-03,42.880001,43.880001,42.880001,43.320000,43.320000,31028164
2023-03-06,43.119999,43.840000,42.900002,43.400002,43.400002,21569578
2023-03-07,43.320000,43.660000,42.680000,42.730000,42.730000,17573604
2023-03-08,42.700001,42.930000,42.560001,42.840000,42.840000,10804796
2023-03-09,42.799999,43.880001,42.799999,43.270000,43.270000,23576388
2023-03-10,43.000000,43.669998,42.730000,43.000000,43.000000,19976053
2023-03-13,43.000000,43.740002,42.560001,43.599998,43.599998,21649827
2023-03-14,43.650002,48.880001,43.380001,48.009998,48.009998,136354996
2023-03-15,48.009998,50.950001,47.880001,48.880001,48.880001,127567145
2023-03-16,48.770000,50.500000,48.740002,49.310001,49.310001,95121436
2023-03-17,50.099998,52.980000,49.099998,52.570000,52.570000,140129777
2023-03-20,52.599998,53.660000,51.660000,51.810001,51.810001,100525197
2023-03-21,51.810001,52.660000,50.950001,52.110001,52.110001,67444912
2023-03-22,51.950001,52.500000,51.360001,52.299999,52.299999,58823142
2023-03-23,52.000000,53.380001,50.599998,52.320000,52.320000,90834222
2023-03-24,52.000000,52.099998,50.689999,50.799999,50.799999,67605117
2023-03-27,50.500000,50.770000,48.889999,49.500000,49.500000,64911284
2023-03-28,49.750000,50.119999,48.709999,49.099998,49.099998,45494114
2023-03-29,49.189999,50.320000,47.980000,49.360001,49.360001,70892622
2023-03-30,49.020000,50.189999,48.799999,49.080002,49.080002,45779561
2023-03-31,49.099998,50.650002,48.910000,50.110001,50.110001,50483423
2023-04-03,50.330002,54.599998,49.869999,54.580002,54.580002,133989588
2023-04-04,54.250000,57.990002,54.009998,56.660000,56.660000,167492359
2023-04-06,57.500000,61.610001,57.279999,59.070000,59.070000,187479590
2023-04-07,59.830002,60.900002,58.139999,59.900002,59.900002,120541406
2023-04-10,60.299999,63.540001,59.599998,60.000000,60.000000,124269469
2023-04-11,60.000000,61.580002,57.330002,58.430000,58.430000,109066438
2023-04-12,57.900002,60.500000,57.750000,59.299999,59.299999,75177660
2023-04-13,58.700001,59.220001,57.500000,58.000000,58.000000,60987583
2023-04-14,58.669998,62.299999,57.380001,62.259998,62.259998,126091003
2023-04-17,62.500000,63.680000,61.709999,63.000000,63.000000,92683946
2023-04-18,62.220001,62.250000,59.610001,60.900002,60.900002,82926268
2023-04-19,60.990002,64.379997,60.150002,62.209999,62.209999,105669929
2023-04-20,61.840000,66.500000,61.840000,66.480003,66.480003,131724809
2023-04-21,66.129997,66.330002,62.110001,62.799999,62.799999,100226909
2023-04-24,62.500000,64.500000,60.110001,63.049999,63.049999,84698990
2023-04-25,63.060001,64.570000,60.849998,61.369999,61.369999,87228753
2023-04-26,60.700001,61.060001,56.700001,58.160000,58.160000,106628690
2023-04-27,57.299999,59.450001,57.009998,58.290001,58.290001,59302154
2023-04-28,57.910000,61.599998,57.810001,61.580002,61.580002,67240296
2023-05-04,60.500000,60.950001,58.000000,58.759998,58.759998,59289793
2023-05-05,58.500000,59.930000,58.259998,58.799999,58.799999,36207377
2023-05-08,58.990002,61.189999,58.889999,59.430000,59.430000,48231761
2023-05-09,58.959999,59.349998,52.520000,52.779999,52.779999,148270463
2023-05-10,52.259998,53.450001,51.599998,52.450001,52.450001,58535661
2023-05-11,53.049999,53.700001,52.610001,52.959999,52.959999,33697699
2023-05-12,54.500000,56.590000,53.410000,53.689999,53.689999,73835185
2023-05-15,53.000000,55.299999,52.419998,54.869999,54.869999,45211196
2023-05-16,54.810001,55.299999,53.880001,54.250000,54.250000,37417865
2023-05-17,53.930000,54.950001,53.709999,54.200001,54.200001,29240177
2023-05-18,54.380001,55.549999,54.330002,55.099998,55.099998,35290433
2023-05-19,54.820000,56.360001,54.820000,55.000000,55.000000,35394497
2023-05-22,55.000000,56.000000,54.200001,54.549999,54.549999,25748595
2023-05-23,54.200001,54.700001,52.900002,52.900002,52.900002,31532620
2023-05-24,52.599998,52.599998,48.779999,49.910000,49.910000,85237308
2023-05-25,50.290001,50.580002,49.029999,50.360001,50.360001,40626355
2023-05-26,50.459999,52.310001,50.450001,51.799999,51.799999,41435592
2023-05-29,52.250000,53.580002,51.509998,52.599998,52.599998,39825204
2023-05-30,52.189999,53.029999,52.080002,52.889999,52.889999,26592921
2023-05-31,52.700001,54.799999,52.509998,54.400002,54.400002,43467352
2023-06-01,53.849998,55.169998,53.480000,54.419998,54.419998,30522683
2023-06-02,54.599998,54.799999,52.880001,53.720001,53.720001,23883171
2023-06-05,54.790001,56.029999,54.500000,55.040001,55.040001,42849928
2023-06-06,55.040001,55.759998,53.610001,53.990002,53.990002,29316868
2023-06-07,54.000000,55.160000,53.709999,54.669998,54.669998,23848942
2023-06-08,54.599998,54.599998,53.180000,53.560001,53.560001,26298423
2023-06-09,53.790001,54.180000,52.810001,53.529999,53.529999,35999249
2023-06-12,53.490002,53.830002,52.380001,52.869999,52.869999,30153335
2023-06-13,53.090000,55.910000,52.820000,55.400002,55.400002,54566346
2023-06-14,55.630001,56.270000,55.060001,56.000000,56.000000,42484235
2023-06-15,55.720001,56.299999,54.450001,54.779999,54.779999,37145403
2023-06-16,54.529999,55.930000,54.110001,55.560001,55.560001,35006165
2023-06-19,55.299999,56.099998,54.880001,55.060001,55.060001,31651938
2023-06-20,54.900002,55.220001,51.020000,52.270000,52.270000,77868061
2023-06-21,52.000000,52.500000,50.000000,50.799999,50.799999,47835767
2023-06-26,50.660000,51.560001,49.820000,50.970001,50.970001,32522939
2023-06-27,50.900002,51.709999,50.900002,51.389999,51.389999,19461742
2023-06-28,51.869999,52.380001,50.750000,51.720001,51.720001,28330720
2023-06-29,51.230000,51.970001,50.860001,51.000000,51.000000,19861971
2023-06-30,50.750000,51.520000,50.450001,50.520000,50.520000,24584993
2023-07-03,50.669998,51.000000,49.599998,51.000000,51.000000,29016906
2023-07-04,51.000000,52.000000,50.630001,51.410000,51.410000,29585461
2023-07-05,51.250000,51.400002,50.709999,50.980000,50.980000,17445749
2023-07-06,50.889999,51.049999,49.889999,50.000000,50.000000,23210269
2023-07-07,49.810001,50.180000,49.060001,49.380001,49.380001,28336113
2023-07-10,49.410000,49.880001,49.380001,49.720001,49.720001,11969183
2023-07-11,49.720001,50.419998,49.500000,50.299999,50.299999,19669601
2023-07-12,50.320000,50.450001,48.220001,48.380001,48.380001,38371993
2023-07-13,48.599998,49.369999,48.599998,49.200001,49.200001,25077299
2023-07-14,49.200001,50.130001,49.160000,49.459999,49.459999,18322747
2023-07-17,49.160000,49.459999,48.599998,48.770000,48.770000,16507870
2023-07-18,49.000000,50.750000,49.000000,49.700001,49.700001,27880112
2023-07-19,49.500000,49.580002,48.880001,49.150002,49.150002,16050293
2023-07-20,49.330002,49.549999,49.020000,49.290001,49.290001,13065589
2023-07-21,49.009998,49.240002,48.880001,49.000000,49.000000,12584518
2023-07-24,48.880001,49.509998,48.840000,49.000000,49.000000,11374978
2023-07-25,49.660000,49.799999,49.230000,49.770000,49.770000,17966883
2023-07-26,49.660000,50.180000,49.540001,50.150002,50.150002,16115319
2023-07-27,50.009998,50.139999,49.200001,49.389999,49.389999,16339062
2023-07-28,49.029999,50.349998,48.990002,50.259998,50.259998,18698054
2023-07-31,50.310001,51.380001,50.279999,51.360001,51.360001,25944137
2023-08-01,51.400002,51.570000,50.490002,50.720001,50.720001,18110314
2023-08-02,50.869999,51.119999,50.660000,50.830002,50.830002,10813980
2023-08-03,50.700001,51.180000,50.180000,50.910000,50.910000,12048176
2023-08-04,51.369999,51.610001,51.009998,51.099998,51.099998,17100810
2023-08-07,51.119999,51.180000,49.060001,49.259998,49.259998,32403942
2023-08-08,49.119999,49.900002,48.980000,49.470001,49.470001,16147977
2023-08-09,49.299999,49.590000,48.459999,48.639999,48.639999,17961032
2023-08-10,48.660000,49.000000,48.340000,48.470001,48.470001,14184613
2023-08-11,48.849998,48.950001,46.910000,46.919998,46.919998,31855553
2023-08-14,46.580002,47.360001,46.299999,47.340000,47.340000,13585284
2023-08-15,47.470001,47.750000,46.910000,47.520000,47.520000,12926112
2023-08-16,47.500000,48.090000,47.299999,47.549999,47.549999,13753666
2023-08-17,47.299999,48.250000,46.709999,48.150002,48.150002,13423274
2023-08-18,48.779999,48.860001,47.869999,48.009998,48.009998,14735792
2023-08-21,47.900002,48.590000,47.630001,47.680000,47.680000,11187804
2023-08-22,47.869999,48.970001,47.599998,48.820000,48.820000,20256083
2023-08-23,48.540001,48.990002,47.759998,47.889999,47.889999,15716714
2023-08-24,48.130001,48.939999,47.779999,48.619999,48.619999,12840010
2023-08-25,48.400002,48.639999,47.689999,48.299999,48.299999,13674627
2023-08-28,50.720001,50.980000,48.520000,48.549999,48.549999,23909376
2023-08-29,48.610001,51.000000,48.610001,51.000000,51.000000,39593938
2023-08-30,53.980000,54.540001,52.320000,52.939999,52.939999,71122489
2023-08-31,52.599998,54.790001,52.299999,54.240002,54.240002,56791773
2023-09-01,54.380001,54.680000,52.759998,53.680000,53.680000,37284250
2023-09-04,53.900002,56.900002,53.270000,56.900002,56.900002,55028087
2023-09-05,57.360001,58.660000,55.150002,55.630001,55.630001,85458434
2023-09-06,55.160000,57.400002,54.810001,56.830002,56.830002,65536508
2023-09-07,55.880001,55.880001,51.959999,52.119999,52.119999,84780882
2023-09-08,52.060001,53.240002,51.410000,52.500000,52.500000,49369770
2023-09-11,52.580002,52.919998,51.660000,52.060001,52.060001,38528076
2023-09-12,52.000000,52.200001,51.500000,51.520000,51.520000,24008981
2023-09-13,51.400002,51.880001,50.320000,50.759998,50.759998,30012906
2023-09-14,50.709999,51.580002,50.509998,50.770000,50.770000,23106866
2023-09-15,50.930000,52.630001,50.610001,51.700001,51.700001,43980023
2023-09-18,51.320000,51.369999,48.419998,49.630001,49.630001,47102093
2023-09-19,49.529999,50.130001,49.180000,49.349998,49.349998,21940677
2023-09-20,49.009998,49.650002,48.980000,49.340000,49.340000,12381874
2023-09-21,49.299999,49.990002,49.209999,49.500000,49.500000,15068020
2023-09-22,49.599998,51.380001,49.410000,51.200001,51.200001,28218735
2023-09-25,51.209999,51.980000,50.860001,51.330002,51.330002,21560707
2023-09-26,51.200001,51.200001,50.009998,50.060001,50.060001,18690221
2023-09-27,50.180000,51.000000,50.070000,50.660000,50.660000,15117637
2023-09-28,50.700001,51.419998,50.250000,51.150002,51.150002,17607565
2023-10-09,50.799999,51.480000,50.299999,50.720001,50.720001,15983708
2023-10-10,50.730000,51.650002,50.730000,50.830002,50.830002,16726357
2023-10-11,50.900002,54.290001,50.500000,54.200001,54.200001,46100108
2023-10-12,53.750000,54.189999,53.009998,53.689999,53.689999,35858279
2023-10-13,53.169998,55.880001,53.060001,54.560001,54.560001,50016405
2023-10-16,54.299999,55.099998,53.049999,53.099998,53.099998,23618774
2023-10-17,53.099998,56.340000,52.700001,54.400002,54.400002,34767248
2023-10-18,55.840000,56.730000,54.480000,54.570000,54.570000,44297900
2023-10-19,54.130001,57.279999,54.000000,56.029999,56.029999,75274144
2023-10-20,55.610001,58.150002,55.610001,57.099998,57.099998,70739609
2023-10-23,56.880001,57.740002,55.500000,56.790001,56.790001,48307464
